Name,AttachLocator,AttachToParent,Beam,CameraShake,CameraShakeInReplay,CameraShakeTimeMS,DestroyWhenParentDies,DetachAfterStart,EmitterDelayMs,IsoLayer,Looping,LowEndMaxPitch,LowEndMinPitch,LowEndSound,LowEndVolume,MaxCount,MaxPitch,MinLifeTime,MinPitch,OffsetFromGunBone,OrientToParent,ParticleEmitter,PitchIncrease,SWF,SortInFrontOfParent,Sound,SoundDelay,StopSound,Targeted,Volume,ExportName,AltParticleEmitter
Steal Dark Elixir Big,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,90,80,sfx/elixir_steal_03.ogg,60,0,100,0,100,FALSE,FALSE,Steal Dark Elixir Big,0,,FALSE,sfx/dark_elixir_steal.ogg,0,FALSE,FALSE,80,,
Steal Dark Elixir Mid,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,90,80,sfx/elixir_steal_03.ogg,60,0,100,0,100,FALSE,FALSE,Steal Dark Elixir Mid,0,,FALSE,sfx/dark_elixir_steal.ogg,0,FALSE,FALSE,80,,
Steal Elixir,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/elixir_steal_03.ogg,60,0,100,0,100,FALSE,FALSE,Steal Elixir,0,,FALSE,sfx/elixir_steal_03.ogg,0,FALSE,FALSE,60,,
Steal Elixir Big,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/elixir_steal_03.ogg,60,0,100,0,100,FALSE,FALSE,Steal Elixir Big,0,,FALSE,sfx/elixir_steal_03.ogg,0,FALSE,FALSE,60,,
Steal Elixir Mid,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/elixir_steal_03.ogg,60,0,100,0,100,FALSE,FALSE,Steal Elixir Mid,0,,FALSE,sfx/elixir_steal_03.ogg,0,FALSE,FALSE,60,,
Steal Gold,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/coin_steal_02.ogg,60,0,100,0,100,FALSE,FALSE,Steal Gold,0,,FALSE,sfx/coin_steal_02.ogg,0,FALSE,FALSE,70,,
Steal Gold Big,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/coin_steal_02.ogg,60,0,100,0,100,FALSE,FALSE,Steal Gold Big,0,,FALSE,sfx/coin_steal_02.ogg,0,FALSE,FALSE,70,,
Steal Gold Mid,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/coin_steal_02.ogg,60,0,100,0,100,FALSE,FALSE,Steal Gold Mid,0,,FALSE,sfx/coin_steal_02.ogg,0,FALSE,FALSE,70,,
Stone Pickup,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/wall_pickup_01.ogg,60,0,100,0,100,FALSE,FALSE,Rocks,0,,FALSE,sfx/rock_pickup3.ogg,0,FALSE,FALSE,80,,
Stun_Building_lvl1,,TRUE,FALSE,20,TRUE,200,FALSE,FALSE,0,Top,FALSE,90,80,sfx/bad_move_06.ogg,70,0,100,0,100,FALSE,FALSE,Stun_1,0,,FALSE,sfx/freeze_spell_01.ogg,0,FALSE,FALSE,70,,
Stun_Building_lvl2,,TRUE,FALSE,20,TRUE,200,FALSE,FALSE,0,Top,FALSE,90,80,sfx/bad_move_06.ogg,70,0,100,0,100,FALSE,FALSE,Stun_2,0,,FALSE,sfx/freeze_spell_01.ogg,0,FALSE,FALSE,70,,
Stun_Building_lvl3,,TRUE,FALSE,20,TRUE,200,FALSE,FALSE,0,Top,FALSE,90,80,sfx/bad_move_06.ogg,70,0,100,0,100,FALSE,FALSE,Stun_3,0,,FALSE,sfx/freeze_spell_01.ogg,0,FALSE,FALSE,70,,
Stun_Building_lvl4,,TRUE,FALSE,20,TRUE,200,FALSE,FALSE,0,Top,FALSE,90,80,sfx/bad_move_06.ogg,70,0,100,0,100,FALSE,FALSE,Stun_4,0,,FALSE,sfx/freeze_spell_01.ogg,0,FALSE,FALSE,70,,
Super Barbarian Deploy,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/gob_attack_01.ogg,40,0,100,0,100,FALSE,FALSE,Deploy,0,,FALSE,sfx/super_barb_deploy_01.ogg,0,FALSE,FALSE,40,,
,,,,,,,,,,,,,,,,,100,,100,,,,,,,sfx/super_barb_deploy_02.ogg,,,,40,,
Super Giant Deploy,,FALSE,FALSE,20,FALSE,200,FALSE,FALSE,0,Objects,FALSE,75,75,sfx/gob_attack_01.ogg,40,0,100,0,100,FALSE,FALSE,Deploy,0,,FALSE,sfx/super_giant_deploy_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,,,,,,,,,100,,100,,,,,,,sfx/super_giant_deploy_02.ogg,,,,80,,
Super Troop Exit,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/clash_sauna_time_done_01.ogg,70,0,100,0,100,FALSE,FALSE,sauna_exit_rays,0,,FALSE,sfx/clash_sauna_time_done_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,supertroop_exit_ring,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,sauna_exit_lightFlash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,supertroop_exit_ring,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,heal_ring_effect2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,small_airTrap_smoke,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,sauna_exit_ember_glow,,,,,,,,,,
Super Wall Breaker Deploy,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,None,FALSE,100,100,sfx/gob_attack_01.ogg,40,0,100,0,100,FALSE,FALSE,Deploy,0,,FALSE,sfx/super_skele_deploy_01.ogg,0,FALSE,FALSE,80,,
Super_Bomb,,TRUE,FALSE,100,TRUE,1000,FALSE,FALSE,0,Objects,FALSE,80,60,sfx/mortar_hit_01.ogg,80,0,80,0,60,FALSE,FALSE,Force,0,,FALSE,sfx/mortar_hit_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_flash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fire_explosion,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fire_balls,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Stone_explosion,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,explosion_blast,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,explosion_blast,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,explosion_blast,,,,,,,,,,
Super_Bomb ground,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Ground,FALSE,100,100,,100,0,,0,,FALSE,FALSE,bomb_crater,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,Super_ground_bomb_area,,,,,,,,,,
Super_Gargoyle Attack,attack_pivot,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,105,95,sfx/super_minion_atk_01.ogg,70,8,105,0,95,FALSE,FALSE,Rocket_Explosion,0,,FALSE,sfx/super_minion_atk_01.ogg,0,FALSE,FALSE,70,,
Super_Gargoyle Deploy,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,105,95,sfx/super_minion_dep_01.ogg,70,0,105,0,95,FALSE,FALSE,,0,,FALSE,sfx/super_minion_dep_01.ogg,0,FALSE,FALSE,70,,
SW Attack,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,105,95,sfx/super_witch_atk_01.ogg,50,0,105,0,95,FALSE,FALSE,Spawn_Dust,0,,FALSE,sfx/super_witch_atk_01.ogg,0,FALSE,FALSE,50,,
,,,,,,,,,0,,,,,,,,,,,,,witch_attack_glow,,,,,,,,,,
SW Deploy,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/super_witch_deploy_01.ogg,70,0,100,0,100,FALSE,FALSE,Deploy,0,,FALSE,sfx/super_witch_deploy_01.ogg,0,FALSE,FALSE,70,,
SW Die,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,105,95,sfx/super_witch_die_01.ogg,70,0,105,0,95,FALSE,FALSE,Splat,0,,FALSE,sfx/super_witch_die_01.ogg,0,FALSE,FALSE,70,,
SW Summon,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Ground,FALSE,105,95,sfx/super_witch_summon_01.ogg,50,0,105,0,95,FALSE,FALSE,witch_lightrays,0,,FALSE,sfx/super_witch_summon_01.ogg,0,FALSE,FALSE,50,,
,,,,,,,,,0,,,,,,,,,,,,,witch_summon_area_glow,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,witch_summon_area_edge,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,witch_rings,,,,,,,,,,
SwarriorGirl Attack2,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,105,95,sfx/super_valk_atk_01.ogg,50,0,105,0,95,FALSE,FALSE,MegaGrass,0,,FALSE,sfx/super_valk_atk_01.ogg,0,FALSE,FALSE,50,,
,,,,,,,,,0,,,,,,,,105,,95,,,Wizard_Tower_lightFlash,,,,sfx/super_valk_atk_02.ogg,,,,50,,
,,,,,,,,,0,,,,,,,,,,,,,Fire_ballsBig,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Wizard_Tower_lightFlash2,,,,,,,,,,
SwarriorGirl Deploy,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,95,sfx/super_valk_deploy_01.ogg,60,0,100,0,95,FALSE,FALSE,Deploy,0,,FALSE,sfx/super_valk_deploy_01.ogg,0,FALSE,FALSE,60,,
Tap SC10 Deco,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,100,100,,100,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/supercell_jingle.ogg,0,FALSE,FALSE,70,,
Tap Ship,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/wall_pickup_01.ogg,60,0,100,0,100,FALSE,FALSE,Water,0,,FALSE,sfx/tap_boat_01.ogg,0,FALSE,FALSE,80,,
Tap Stone Deco,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,100,100,,100,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/tap_stone_cog_stat_01.ogg,0,FALSE,FALSE,70,,
Tesla Appear,,TRUE,FALSE,20,TRUE,200,FALSE,FALSE,0,Objects,FALSE,90,80,sfx/bad_move_06.ogg,70,0,100,0,100,FALSE,FALSE,Grass,0,sc/buildings.sc,FALSE,sfx/tesla_appear_01.ogg,0,FALSE,FALSE,70,tesla_appear_fx,
Tesla Attack_1,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,110,90,sfx/tesla_zap_01.ogg,40,0,110,0,90,FALSE,FALSE,Lightning_1,0,,FALSE,sfx/tesla_zap_01.ogg,0,FALSE,TRUE,40,,
,,,,,,,,,,,,,,,,,120,,100,,,,,,,sfx/tesla_zap_03.ogg,,,,40,,
Tesla Attack_10_Secondary,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,Tesla_lvl10_attack,0,,FALSE,,0,FALSE,FALSE,,,
Tesla Attack_2,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,110,90,sfx/tesla_zap_01.ogg,40,0,110,0,90,FALSE,FALSE,Lightning_2,0,,FALSE,sfx/tesla_zap_01.ogg,0,FALSE,TRUE,40,,
,,,,,,,,,,,,,,,,,120,,100,,,,,,,sfx/tesla_zap_03.ogg,,,,40,,
Tesla Attack_3,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,110,90,sfx/tesla_zap_01.ogg,40,0,110,0,90,FALSE,FALSE,Lightning_3,0,,FALSE,sfx/tesla_zap_01.ogg,0,FALSE,TRUE,40,,
,,,,,,,,,,,,,,,,,120,,100,,,,,,,sfx/tesla_zap_03.ogg,,,,40,,
Tesla Attack_4,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,110,90,sfx/tesla_zap_01.ogg,40,0,110,0,90,FALSE,FALSE,Lightning_4,0,,FALSE,sfx/tesla_zap_01.ogg,0,FALSE,TRUE,40,,
,,,,,,,,,,,,,,,,,120,,100,,,,,,,sfx/tesla_zap_03.ogg,,,,40,,
Tesla Attack_4_Secondary,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,Tesla_lvl7_attack,0,,FALSE,,0,FALSE,FALSE,,,
Tesla Attack_8_Secondary,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,Tesla_lvl8_attack,0,,FALSE,,0,FALSE,FALSE,,,
Tesla Attack_9_Secondary,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,Tesla_lvl9_attack,0,,FALSE,,0,FALSE,FALSE,,,
Tesla Hit,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,70,50,sfx/tesla_zap_03.ogg,30,0,70,0,50,FALSE,FALSE,Tesla_spark_1,0,,TRUE,sfx/tesla_zap_03.ogg,0,FALSE,FALSE,20,,
,,,,,,,,,0,,,,,,,,,,,,,Tesla_spark_2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Hit,,,,,,,,,,
Tesla Pickup,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/wall_pickup_01.ogg,60,0,100,0,100,FALSE,FALSE,Grass,0,,FALSE,sfx/tesla_pickup_11.ogg,0,FALSE,FALSE,80,,
Tesla Placing,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/cannon_drop2.ogg,60,0,100,0,100,FALSE,FALSE,Grass,0,,FALSE,sfx/tesla_drop_09.ogg,0,FALSE,FALSE,80,,
TH Upgrade Firework,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/wizard_hit_01.ogg,65,0,100,0,100,FALSE,FALSE,Fireworks_aftersparkle,0,,FALSE,sfx/air_def_hit_02.ogg,0,FALSE,FALSE,65,,
,,,,,,,,,0,,,,,,,,,,,,,Fireworks_smoke,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,AirDefence3_hit2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fireworks_confetti,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Freeze_dots3_lvl7,,,,,,,,,,
TH Upgrade Jingle,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,Ground,FALSE,100,100,,70,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/town_hall_upgrade_jingle_01.ogg,0,FALSE,FALSE,70,,
th12_teslat1_activate,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,100,100,,100,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/th_12_first_seq_01.ogg,0,FALSE,FALSE,80,,
th12_teslat1_attack,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,th12_teslat1_attack,0,,FALSE,,0,FALSE,FALSE,,,
th12_teslat1_attack_bolt,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,110,90,sfx/tesla_zap_01.ogg,40,0,110,0,90,FALSE,FALSE,th12_teslat1_attack_bolt,0,,FALSE,sfx/tesla_zap_01.ogg,0,FALSE,TRUE,40,,
,,,,,,,,,,,,,,,,,120,,100,,,,,,,sfx/tesla_zap_03.ogg,,,,40,,
th12_teslat2_attack,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,th12_teslat2_attack,0,,FALSE,,0,FALSE,FALSE,,,
th12_teslat3_activate,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,100,100,,100,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/th_12_third_seq_01.ogg,0,FALSE,FALSE,80,,
th12_teslat3_attack,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,th12_teslat3_attack,0,,FALSE,,0,FALSE,FALSE,,,
th12_teslat3_attack_bolt,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,110,90,sfx/tesla_zap_01.ogg,40,0,110,0,90,FALSE,FALSE,th12_teslat3_attack_bolt_left,0,,FALSE,sfx/tesla_zap_01.ogg,0,FALSE,TRUE,40,,th12_teslat3_attack_bolt_right
,,,,,,,,,,,,,,,,,120,,100,,,,,,,sfx/tesla_zap_03.ogg,,,,40,,
th12_teslat4_attack_bolt,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,110,90,sfx/tesla_zap_01.ogg,40,0,110,0,90,FALSE,FALSE,th12_teslat4_attack_bolt_left,0,,FALSE,sfx/tesla_zap_01.ogg,0,FALSE,TRUE,40,,th12_teslat4_attack_bolt_right
,,,,,,,,,,,,,,,,,120,,100,,,,,,,sfx/tesla_zap_03.ogg,,,,40,,
th12_teslat5_activate,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,100,100,,100,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/th_12_last_seq_01.ogg,0,FALSE,FALSE,80,,
th12_teslat5_attack,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,th12_teslat5_attack,0,,FALSE,,0,FALSE,FALSE,,,
th12_teslat5_attack_bolt,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,110,90,sfx/tesla_zap_01.ogg,40,0,110,0,90,FALSE,FALSE,th12_teslat5_attack_bolt,0,,FALSE,sfx/tesla_zap_01.ogg,0,FALSE,TRUE,40,,
,,,,,,,,,,,,,,,,,120,,100,,,,,,,sfx/tesla_zap_03.ogg,,,,40,,
TH13 Attack 1,,TRUE,TRUE,0,FALSE,0,FALSE,FALSE,0,Top,TRUE,110,70,sfx/th13_fire_02_loop.ogg,70,20,110,0,70,FALSE,FALSE,TH13_1_light,0,,FALSE,sfx/th13_fire_02_loop.ogg,0,FALSE,TRUE,70,,
TH13 Attack 2,,TRUE,TRUE,0,FALSE,0,FALSE,FALSE,0,Top,TRUE,110,70,sfx/th13_fire_01_loop.ogg,70,20,110,0,70,FALSE,FALSE,TH13_2_light,0,,FALSE,sfx/th13_fire_01_loop.ogg,0,FALSE,TRUE,70,,
TH13_inferno_activate,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,100,100,,100,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/th13_activate_01.ogg,0,FALSE,FALSE,90,,
Tiny Attack,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,80,70,sfx/giant_attack_06.ogg,30,8,110,0,90,FALSE,FALSE,Tiny_spit,0,,FALSE,sfx/tiny_attack_04.ogg,0,FALSE,FALSE,60,,
Tiny Deploy,,TRUE,FALSE,20,FALSE,200,TRUE,FALSE,0,Objects,FALSE,80,70,sfx/mage_attack_02.ogg,60,0,110,0,90,FALSE,FALSE,Deploy,0,,FALSE,sfx/tiny_deploy_05.ogg,0,FALSE,FALSE,70,,
Tiny Die,,TRUE,FALSE,50,TRUE,200,FALSE,FALSE,0,Top,FALSE,80,70,sfx/explosion_02.ogg,80,7,105,0,95,FALSE,FALSE,large_airTrap_explosion1,0,,FALSE,sfx/tiny_die_03.ogg,0,FALSE,FALSE,90,,
,,,,,,,,,0,,,,,,,,,,,,,Force,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_flash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fire_ballsBig,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Stone_explosion,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,small_airTrap_fireExplosion3,,,,,,,,,,
Tiny Hit,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,80,70,sfx/wizard_hit_01.ogg,30,0,110,0,90,FALSE,FALSE,Tiny_spit,0,,FALSE,sfx/tiny_hurt_02.ogg,0,FALSE,FALSE,60,,
,,,,,,,,,0,,,,,,,,,,,,,Hit,,,,,,,,,,
Tinymite Attack,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,120,110,sfx/wizard_hit_01.ogg,20,5,110,0,90,FALSE,FALSE,Tinymite_spit,0,,FALSE,sfx/tinymite_attack_04.ogg,0,FALSE,FALSE,40,,
Tinymite Die,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,155,145,sfx/mortar_hit_01.ogg,40,0,110,0,90,FALSE,FALSE,Tiny Splat,0,,FALSE,sfx/tinymite_die_03.ogg,0,FALSE,FALSE,50,,
,,,,,,,,,0,,,,,,,,,,,,,Fire_ballsBigTranslateUp,,,,,,,,,,
Tinymite Hit,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,190,180,sfx/mortar_hit_01.ogg,20,0,110,0,90,FALSE,FALSE,Tinymite_spit,0,,FALSE,sfx/tinymite_hurt_01.ogg,0,FALSE,FALSE,40,,
,,,,,,,,,0,,,,,,,,,,,,,Hit,,,,,,,,,,
Tornado deploy1,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Ground,FALSE,100,100,,100,0,104,0,96,FALSE,FALSE,Grass,0,,FALSE,sfx/total_suckage_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Tornado_deploy_range,,,,,,,,,,
Tornado deploy2,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Ground,FALSE,100,100,,100,0,104,0,96,FALSE,FALSE,Grass,0,,FALSE,sfx/total_suckage_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Tornado_deploy_range_lvl2,,,,,,,,,,
Tornado deploy3,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Ground,FALSE,100,100,,100,0,104,0,96,FALSE,FALSE,Grass,0,,FALSE,sfx/total_suckage_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Tornado_deploy_range_lvl3,,,,,,,,,,
Totem Slow,,TRUE,FALSE,0,FALSE,0,TRUE,FALSE,0,Ground,FALSE,80,70,sfx/explosion_02.ogg,80,0,75,0,75,FALSE,FALSE,totem_slow,0,,FALSE,sfx/bottle_rage_magic_07v2.ogg,0,FALSE,FALSE,90,,
Tower Turret Pickup,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/wall_pickup_01.ogg,80,0,100,0,100,FALSE,FALSE,Grass,0,,FALSE,sfx/archer_tower_pick_01.ogg,0,FALSE,FALSE,80,,
Tower Turret Placing,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/cannon_drop2.ogg,60,0,100,0,100,FALSE,FALSE,Place,0,,FALSE,sfx/archer_tower_place_02.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Grass,,,,,,,,,,
Town Hall 2 Pickup,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/wall_pickup_01.ogg,80,0,100,0,100,FALSE,FALSE,Grass,0,,FALSE,sfx/builder_hall_tap_01.ogg,0,FALSE,FALSE,80,,
Town Hall Destroyed,,FALSE,FALSE,50,TRUE,1000,FALSE,FALSE,0,Objects,FALSE,95,85,sfx/building_destroyed_01.ogg,80,0,95,0,85,FALSE,FALSE,Building Destroyed,0,,FALSE,sfx/building_destroyed_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Smoke,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Grass,,,,,,,,,,
Town Hall Pickup,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/wall_pickup_01.ogg,80,0,100,0,100,FALSE,FALSE,Grass,0,,FALSE,sfx/build_pickup_05.ogg,0,FALSE,FALSE,80,,
Town Hall Placing,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/cannon_drop2.ogg,60,0,100,0,100,FALSE,FALSE,Place,0,,FALSE,sfx/town_hall_placing_04.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Grass,,,,,,,,,,
Toxic deploy,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,75,65,sfx/dragon_die_01.ogg,60,0,97,0,97,FALSE,FALSE,Toxic_cloud,0,,FALSE,sfx/vial_poison_hit_gound_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Toxic_skull,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Toxic_swirl,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Toxic_sparks,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
Toxic deploy ground,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Ground,FALSE,100,100,,100,0,,0,,FALSE,FALSE,Toxic_glow,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,Toxic_rangeRing1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Toxic_bubbles,,,,,,,,,,
Toxic deploy ground halloween,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Ground,FALSE,100,100,,100,0,,0,,FALSE,FALSE,Toxic_glow,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,Toxic_rangeRing1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Toxic_bubbles,,,,,,,,,,
Toxic deploy halloween,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,75,65,sfx/dragon_die_01.ogg,60,0,97,0,97,FALSE,FALSE,Toxic_cloud,0,,FALSE,sfx/vial_poison_hit_gound_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Toxic_skull,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Toxic_skull_halloween,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Toxic_swirl,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Toxic_sparks,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
