Name,VisualLevel,TID,InfoTID,EnabledByCalendar,Speed,Hitpoints,UpgradeTimeH,UpgradeResource,UpgradeCost,RequiredTownHallLevel,RequiredHeroTavernLevel,AttackRange,AltAttackRange,AttackSpeed,CoolDownOverride,DPS,PreferedTargetDamageMod,DamageRadius,IconSWF,IconExportName,BigPicture,BigPictureSWF,SquarePicture,SquarePictureSWF,ArmyTrainingPicture,ArmyTrainingPictureSWF,Projectile,PreferedTargetBuilding,DeployEffect,AttackEffect,AttackEffectAlt,HitEffect,IsFlying,AirTargets,GroundTargets,IsJumper,AttackCount,DieEffect,Animation,AbilityAttackCount,MaxSearchRadiusForDefender,HousingSpace,HealerWeight,TrainingResource,TrainingCost,CelebrateEffect,SleepOffsetX,SleepOffsetY,PatrolRadius,AbilitySummonTroop,AbilityDescTID,AbilityIcon,AbilityBigPictureExportName,StrengthWeight,StrengthWeight2,AlertRadius,Scale,AuraSpell,AuraSpellLevel,AuraTID,AuraDescTID,AuraBigPictureExportName,RetributionSpell,RetributionSpellLevel,RetributionSpellTriggerHealth,HasAltMode,AltModeFlying,AltModeAnimation,PreferedTargetBuildingClass,NoAttackOverWalls,TargetGroups,FightWithGroups,TargetGroupsRadius,TargetGroupsRange,TargetGroupsMinWeight,SmoothJump,WakeUpSpeed,WakeUpSpace,FriendlyGroupWeight,EnemyGroupWeight,AttackEffectShared,TargetedEffectOffset,TriggersTraps,VillageType,NoDefence,PreAttackEffect,DefaultSkin,NewTargetAttackDelay,Gender,SpecialAbilities,SpecialAbilitiesLevel,OnlyShowRageBoost,AvoidNoiseInAttackPositionSelection,AbilityExtraPowerMaxLevel,PreviewScenario,AltPreviewScenario,ItemSlotCount,DefaultItems,MigrationGearLevel,HeroFlagSWF,HeroFlagExportName,HeroFlagBaseExportName,HeroBannerPrefix,LevelGrantedByTavernLevel,ControlledMoveEffect,ForceRetaliation
,79,,,,,2567,0,,30000000,18,12,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33600,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,15,,,,,,,
,80,,,,,2584,,,,18,12,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34000,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,15,,,,,,,
BB Battle Machine,1,TID_WARMACHINE,TID_HERO_INSTRUCTIONS_WARMACHINE,,200,3000,0,Elixir2,1000000,5,0,125,,1200,,125,1,,sc/ui.sc,icon_hero_warmachine,unit_warmachine_big,sc/info_warmachine.sc,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,,,,,900,25,,Elixir2,,Warmachine Scream,-30,-40,300,,TID_HERO_ABILITY_WARMACHINE_DESC,icon_hero_warmachine_ability1,unit_warmachine_ability_big,38,0,1200,,,,,,,,,,,,,,,,,,,,,,,2100,2500,,-50,TRUE,1,TRUE,,WarmachineDefault,,M,,,TRUE,TRUE,2,,,,,,,,,,,,TRUE
,2,,,,,3070,0,,1100000,5,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,3140,0,,1200000,5,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,3210,0,,1300000,5,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,3280,0,,1500000,5,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battle Machine Electric Hammer 1;Battle Machine Electric Hammer 2;Battle Machine Electric Hammer 3,1;1;1,,,,,,,,,,,,,,,
,6,,,,,3350,0,,1600000,6,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1,,,,,,,,,,,,,,,
,7,,,,,3420,0,,1700000,6,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1,,,,,,,,,,,,,,,
,8,,,,,3490,0,,1800000,6,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1,,,,,,,,,,,,,,,
,9,,,,,3560,0,,1900000,6,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1,,,,,,,,,,,,,,,
,10,,,,,3630,0,,2100000,6,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;2;2,,,,,,,,,,,,,,,
,11,,,,,3700,0,,2200000,7,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;2;2,,,,,,,,,,,,,,,
,12,,,,,3770,0,,2300000,7,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;2;2,,,,,,,,,,,,,,,
,13,,,,,3840,0,,2400000,7,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;2;2,,,,,,,,,,,,,,,
,14,,,,,3910,0,,2500000,7,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;2;2,,,,,,,,,,,,,,,
,15,,,,,3980,0,,2600000,7,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3;3;3,,,,,,,,,,,,,,,
,16,,,,,4050,0,,2700000,7,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3;3;3,,,,,,,,,,,,,,,
,17,,,,,4120,0,,2800000,7,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3;3;3,,,,,,,,,,,,,,,
,18,,,,,4190,0,,2900000,7,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3;3;3,,,,,,,,,,,,,,,
,19,,,,,4260,0,,3000000,7,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3;3;3,,,,,,,,,,,,,,,
,20,,,,,4330,0,,3100000,7,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;4;4,,,,,,,,,,,,,,,
,21,,,,,4400,0,,3200000,8,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;4;4,,,,,,,,,,,,,,,
,22,,,,,4470,0,,3300000,8,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;4;4,,,,,,,,,,,,,,,
,23,,,,,4540,0,,3400000,8,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;4;4,,,,,,,,,,,,,,,
,24,,,,,4610,0,,3500000,8,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;4;4,,,,,,,,,,,,,,,
,25,,,,,4680,0,,3600000,8,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;5;5,,,,,,,,,,,,,,,
,26,,,,,4750,0,,3700000,9,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;5;5,,,,,,,,,,,,,,,
,27,,,,,4820,0,,3800000,9,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;5;5,,,,,,,,,,,,,,,
,28,,,,,4890,0,,3900000,9,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;5;5,,,,,,,,,,,,,,,
,29,,,,,4960,0,,4000000,9,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;5;5,,,,,,,,,,,,,,,
,30,,,,,5030,0,,4100000,9,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6;6;6,,,,,,,,,,,,,,,
,31,,,,,5100,0,,4200000,10,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6;6;6,,,,,,,,,,,,,,,
,32,,,,,5170,0,,4300000,10,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6;6;6,,,,,,,,,,,,,,,
,33,,,,,5240,0,,4400000,10,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6;6;6,,,,,,,,,,,,,,,
,34,,,,,5310,0,,4500000,10,,,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6;6;6,,,,,,,,,,,,,,,
,35,,,,,5380,,,,10,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7;7;7,,,,,,,,,,,,,,,
Royal Champion,1,TID_HERO_ROYAL_CHAMPION,TID_HERO_INSTRUCTIONS_ROYAL_CHAMPION,,300,2508,0,DarkElixir,10000,13,7,300,,1200,,340,,,sc/ui.sc,icon_hero_warriorPrincess,unit_royal_champion_big,sc/info_royal_champion.sc,icon_hero_warriorPrincess_profile,sc/ui.sc,hero_art_rc,sc/ui.sc,AmazonQueen_javelin,,Hero Deploy,,,AmazonQ ability hit,FALSE,TRUE,TRUE,TRUE,,,,,1000,25,23,Elixir,,Warrior Princess Scream,,,300,,TID_HERO_ABILITY_ROYAL_CHAMPION_DESC,icon_hero_warriorPrincess_ability1,unit_royal_champion_ability_big,20000,5218,1200,,,,,,,,,,,,,Defense,,,,,,,,,,2100,1000,,-50,TRUE,,,,WarriorPrincessDefault,400,F,RoyalChampionAbilityHeal,1,,TRUE,,HeroRoyalChampion,,2,Seeking Shield; Royal Gem;,1,sc/buildings.sc,RC_rally_point,RC_rally_point_base,rc,,ForceMoveRC,TRUE
,2,,,,,2550,0,,15000,13,7,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000,5332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,
,3,,,,,2593,0,,20000,13,7,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000,5447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,
,4,,,,,2635,0,,25000,13,7,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000,5561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,
,5,,,,,2678,0,,30000,13,7,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,6010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,
,6,,,,,2720,0,,35000,13,7,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000,6098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,
,7,,,,,2763,0,,40000,13,7,,,,,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000,6188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,
,8,,,,,2805,0,,45000,13,7,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000,6277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6,,,,,,,
,9,,,,,2848,0,,50000,13,7,,,,,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000,6373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6,,,,,,,
,10,,,,,2890,0,,53000,13,7,,,,,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000,6860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,7,,,,,,,
,11,,,,,2933,0,,56000,13,7,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,6962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,7,,,,,,,
,12,,,,,2975,0,,59000,13,7,,,,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000,7063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,8,,,,,,,
,13,,,,,3018,0,,62000,13,7,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34000,7165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,8,,,,,,,
,14,,,,,3060,0,,65000,13,7,,,,,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,8,,,,,,,
,15,,,,,3103,0,,70000,13,7,,,,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,7789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,9,,,,,,,
,16,,,,,3145,0,,75000,13,7,,,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000,7896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,9,,,,,,,
,17,,,,,3188,0,,80000,13,7,,,,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38000,8004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,9,,,,,,,
,18,,,,,3230,0,,85000,13,7,,,,,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39000,8096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,10,,,,,,,
,19,,,,,3273,0,,90000,13,7,,,,,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,8189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,11,,,,,,,
,20,,,,,3315,0,,95000,13,7,,,,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000,8728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,12,,,,,,,
,21,,,,,3349,0,,100000,13,7,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500,8812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,12,,,,,,,
,22,,,,,3383,0,,105000,13,7,,,,,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42000,8904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,12,,,,,,,
,23,,,,,3417,0,,110000,13,7,,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500,8996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,12,,,,,,,
,24,,,,,3451,0,,115000,13,7,,,,,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43000,9081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,12,,,,,,,
,25,,,,,3485,0,,120000,13,7,,,,,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,9627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,13,,,,,,,
,26,,,,,3519,0,,125000,14,8,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44500,9707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,13,,,,,,,
,27,,,,,3553,0,,130000,14,8,,,,,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,9788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,14,,,,,,,
,28,,,,,3587,0,,135000,14,8,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45500,9868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,14,,,,,,,
,29,,,,,3621,0,,140000,14,8,,,,,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46000,9948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,14,,,,,,,
,30,,,,,3655,0,,145000,14,8,,,,,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,10518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,15,,,,,,,
,31,,,,,3681,0,,150000,15,9,,,,,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,10588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,15,,,,,,,
,32,,,,,3706,0,,155000,15,9,,,,,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47200,10657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,15,,,,,,,
,33,,,,,3732,0,,160000,15,9,,,,,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47300,10736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,15,,,,,,,
,34,,,,,3757,0,,165000,15,9,,,,,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47400,10814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,15,,,,,,,
,35,,,,,3783,0,,170000,15,9,,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000,11399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,15,,,,,,,
,36,,,,,3808,0,,175000,15,9,,,,,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48100,11480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,15,,,,,,,
,37,,,,,3834,0,,180000,15,9,,,,,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48200,11563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,15,,,,,,,
,38,,,,,3859,0,,200000,15,9,,,,,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48300,11644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,15,,,,,,,
,39,,,,,3885,0,,220000,15,9,,,,,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48400,11727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,15,,,,,,,
,40,,,,,3910,0,,240000,15,9,,,,,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49000,12333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,15,,,,,,,
,41,,,,,3936,0,,260000,16,10,,,,,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49100,12410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,15,,,,,,,
,42,,,,,3961,0,,280000,16,10,,,,,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49200,12485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,15,,,,,,,
,43,,,,,3987,0,,300000,16,10,,,,,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49300,12562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,15,,,,,,,
,44,,,,,4012,0,,320000,16,10,,,,,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49400,12637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,15,,,,,,,
,45,,,,,4038,0,,340000,16,10,,,,,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,13255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,15,,,,,,,
,46,,,,,4064,0,,350000,17,11,,,,,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50100,13350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,15,,,,,,,
,47,,,,,4090,0,,360000,17,11,,,,,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50200,13440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,15,,,,,,,
,48,,,,,4116,0,,370000,17,11,,,,,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50300,13530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,15,,,,,,,
,49,,,,,4142,0,,380000,17,11,,,,,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,13620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,15,,,,,,,
,50,,,,,4168,0,,400000,17,11,,,,,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51000,14200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,15,,,,,,,
,51,,,,,4194,0,,410000,18,12,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51100,14300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,15,,,,,,,
,52,,,,,4220,0,,420000,18,12,,,,,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51200,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,15,,,,,,,
,53,,,,,4246,0,,430000,18,12,,,,,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51300,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,15,,,,,,,
,54,,,,,4272,0,,450000,18,12,,,,,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51400,14600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,15,,,,,,,
,55,,,,,4298,,,,18,12,,,,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52000,14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,15,,,,,,,
BB Battle Copter,15,TID_HERO_BATTLE_COPTER,TID_HERO_INFO_BATTLE_COPTER,,180,2857,0,Elixir2,2600000,8,0,600,,650,,112,1,,sc/ui.sc,icon_hero_battlecopter,unit_battlecopter_big,sc/info_battlecopter.sc,,,,,BattleCopterProjectile,,,,,,TRUE,TRUE,TRUE,FALSE,,,,,900,25,,Elixir2,,Warmachine Scream,-100,-100,300,,TID_HERO_ABILITY_BATTLE_COPTER_DESC,icon_hero_battlecopter_ability1,unit_battlecopter_ability_big,66,0,1200,,,,,,,,,,,,,,,,,,,,,,,2100,2500,,100,TRUE,1,TRUE,,BattleCopterDefault,,M,Battle Copter Dive 1;Battle Copter Dive 2;Battle Copter Dive 3,1;1;1,,TRUE,2,,,,,,,,,,,,TRUE
,16,,,,,2885,0,,2700000,8,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1,,,,,,,,,,,,,,,
,17,,,,,2915,0,,2800000,8,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1,,,,,,,,,,,,,,,
,18,,,,,2943,0,,2900000,8,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1,,,,,,,,,,,,,,,
,19,,,,,2972,0,,3000000,8,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1,,,,,,,,,,,,,,,
,20,,,,,3003,0,,3100000,8,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;2;2,,,,,,,,,,,,,,,
,21,,,,,3032,0,,3200000,8,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;2;2,,,,,,,,,,,,,,,
