Name,Level,TID,InfoTID,InfoScreenAttribute1,InfoScreenAttribute1Divider,InfoScreenAttribute2,InfoScreenAttribute2Divider,Animation,IconExportName,BigPicture,BigPictureSWF,IsCapitalAbility,AttackRange,AttackSpeed,DPS,Damage,HealthOverride,PercentHealthIncrease,DamageRadius,ExtraDamageTaken,ExtraDamageFlat,ExtraDamageTarget,ExtraDamagePercentageAgainstTarget,PreferedTargetBuildingClass,DieDamage,DieDamageRadius,DieDamageEffect,DieDamageDelay,CoolDownOverride,IsJumper,SmoothJump,JumpHeightPercentage,StunTargetOnActivateTime,StunOnHitTime,FrostOnHitTime,FrostOnHitPercent,PoisonOnHitSpell,PoisonOnHitSpellLevel,PoisonOnHitDuration,AttackEffect,HitEffect,AbilityEffect,ActivationEffect,PreActivationDelayEffect,PreDeactivationDelayEffect,ActivationCriteriaProgressEffect,Projectile,Speed,SpeedBoost,AirTargets,GroundTargets,MultiTargets,NumMultiTargets,Pushback,AuraSpell,AuraSpellLevel,IncreasingDamage,ProjectileBounces,ChainShootingDistance,ChainAttackDistance,ChainAttackDepth,ChainAttackFactor,ChainAttackDelay,ChainAttackDamageReductionPercent,ChainAttackFrostOrStunEnabled,ChainAttackEffect,PreAttackEffect,ReflectsDamage,SelfDamagePerHit,FightWithGroups,IgnoreObstacles,SpellsBoostedByParent,SelfSpell,SelfSpellLevel,CastSpell,CastSpellLevel,CastSpellTarget,BoostDamagePercentage,BoostAttackSpeedPercentage,ShieldProtectionPercent,TrapShieldProtectionPercent,IsInvisible,HealOnActivation,DontHealDuringPreactivateDelay,GiveAbilityToCharacter,GiveAbilityToMaster,GiveAbilityToSpawnedTroop,GivenAbility,GivenAbilityTargetsOwner,GivenAbilityLevel,ProjectileOnActivation,ProjectileOnActivationDirection,ProjectileOnActivationCopyTarget,ProjectileOnActivationCircleOutDistance,ProjectileOnActivationCount,PenetratingExtraRange,PenetratingRadius,SpawnedTroop,TroopCount,TroopLevel,SpawnDelayBetweenHitsMS,SpawnnedTroopsPerHit,CopySpawnnedTroopLevelFromAvatar,SpawnnedTroopsChancePercentage,SpawnnedTroopsPerDamage,SpawnPattern,SpawnDist,SpawnRemainingTroopsOnDeath,Regeneration,RegenerationTimeBetweenHitsMS,SelfDestruct,NotPausedWhileRecalled,PreActivationDelayTime,PreDeactivationDelayTime,ActiveAfterTime,ActiveAfterPlayerInput,ActiveAfterTakingDamage,ActiveOnExtraPowerLevel,ActiveAfterNumHits,ActiveOnBecomingTargetable,ActivateAfterNumReceivedHits,ActiveWhileAloneRadius,ActiveAfterPlaceCommand,ActiveWhileAlive,ActiveOnDeath,ActiveOnMasterDeath,ActiveAfterFriendlyHousingSpaceDied,ActivationCooldown,MaxActivations,ActivationCanOverrideActiveAbility,SimulatePlayerInputOnDeath,DeactivateWhenAnyCriteriaMet,DeactivateAfterTime,DeactivateAfterNumberOfHits,DeactivateAfterTakingDamage,DeactivateAfterNumReceivedHits,DeactivateAfterPlayerInput,DeactivateAfterMasterDies,DeactivateWhenAllSpawnsDone,DeactivateWhileNotAloneRadius,TriggerCooldownOnDeactivation,HideOnActivationClipName,HideOnDepletionClipName,GrowthScale,DisableAttacking,SecondaryTargetBuildingClass,DisableDefaultEquipment,Untargetable,AttachToMaster,DisableRetargeting,LootIncreasePercentage,OverrideExportName,OverrideExportNameBase,ActivateFromGameSystem,DeactivateFromGameSystem,OverrideTID,MinAttackRange,TurnSpeed,FixedTargeting,RetargetAfterHit,OverrideInfoTID,OverridePreviewScenario,OverrideStatBars,ExtraAbilities,ExtraAbilityLevels,ActiveAfterTimeTargeting,DeactivateAfterTimeTargeting,DeactivateAfterTargetingTimeReset,ActiveOnBattleBegin,BurstCount,BurstDelay,HideDefender
,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April25_RRAltProjectile12_DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April25_RRAltProjectile13_DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April25_RRAltProjectile14_DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April25_RRAltProjectile15_DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April25_BLTMDEF_Respawn,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,,,,,,,,,,,,TRUE,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April25_TBRM_RingOfFire,1,TID_CHARACTER_RAM_RIDER_CHARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April25_TBRM_Rebirth,April25_TBRM_Deploy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YetiSpawnYetiMites,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yetimite,8,1,,8,,,600,,,TRUE,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,TRUE,,,,full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SuperYetiSpawnYetiMites,1,TID_SUPER_YETI_ABILITY_NAME,TID_SUPER_YETI_ABILITY_HELP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ElectroMite,7,1,,7,,,400,,,TRUE,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,TRUE,,,,full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceBlockSpell,1,TID_ICE_BLOCK_SPELL_ABILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,1,,,,,,,,,,,,,,1,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonalDefenseHookTower,1,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,3500,,,,,,,,,,,Hook Tower Attack,Hook Tower Reel Target,,,,,,Fishing Hook,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hook_lvl1,season_def_base_3x3,TRUE,TRUE,TID_BUILDING_HOOK_TOWER,400,,,TRUE,TID_BUILDING_HOOK_TOWER_INFO,SeasonalHookTower,HitPoints;DamagePerSecond;Range;StunTime;,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fishing Hook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hook_lvl2,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fishing Hook 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hook_lvl3,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fishing Hook 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hook_lvl4,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
SeasonalDefenseLazyLaser,1,,,,,,,,,,,,1500,1600,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,sunbeamtower_Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sun_beam_tower_lvl1,season_def_base_3x3,TRUE,TRUE,TID_BUILDING_LAZY_LASER,,,,,TID_BUILDING_LAZY_LASER_INFO,DefenseHeavy,HitPoints;DamagePerSecond;Range;,SeasonalDefenseLazyLaserLvl1;SeasonalDefenseLazyLaserLvl2;SeasonalDefenseLazyLaserLvl3,1;1;1,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sun_beam_tower_lvl1,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sun_beam_tower_lvl1,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sun_beam_tower_lvl1,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
SeasonalDefenseLogLobber,1,,,,,,,,,,,,,2500,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bomb_spawner_lvl1,season_def_base_3x3,TRUE,TRUE,TID_BUILDING_BOMB_SPAWNER,,,,,TID_BUILDING_BOMB_SPAWNER_INFO,Defense,HitPoints;DamagePerSecond;Range;,SeasonalDefenseLogLobberCombat,1,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bomb_spawner_lvl1,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bomb_spawner_lvl1,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bomb_spawner_lvl1,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
SeasonalDefenseFlameSpinner,1,,,,,,,,,,,,800,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SlowFlame,,,TRUE,TRUE,,,,,,,,,,,,,,,,fire_spinner_top_lid_blast_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire_spinner_lvl1,season_def_base_3x3,TRUE,TRUE,TID_BUILDING_FLAME_SPINNER,,,,,TID_BUILDING_FLAME_SPINNER_INFO,SeasonalFireSpinner,HitPoints;DamagePerSecond;Range;,SeasonalDefenseFlameSpinnerCombat,1,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire_spinner_lvl2,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire_spinner_lvl3,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire_spinner_lvl4,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
SeasonalDefenseCrusherMortar,1,,,,,,,,,,,,900,,,,,,,,,,,,,,,,1600,,,,,,,,,,,Crusher Mortar Attack,,,,,,,BowlerTowerProjectile,,,FALSE,TRUE,,,,,,,3,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crusher_mortar_lvl1,season_def_base_3x3,TRUE,TRUE,TID_BUILDING_CRUSHER_MORTAR,250,,,,TID_BUILDING_CRUSHER_MORTAR_INFO,SeasonalCrusherMortar,HitPoints;DamagePerSecond;Range;,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BowlerTowerProjectile_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crusher_mortar_lvl2,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BowlerTowerProjectile_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crusher_mortar_lvl3,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BowlerTowerProjectile_lvl4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crusher_mortar_lvl4,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
SeasonalDefenseSunBeam,1,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,sunbeamtower_Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sun_beam_tower_lvl1,season_def_base_3x3,TRUE,TRUE,TID_BUILDING_SUN_BEAM,,,,,TID_BUILDING_SUN_BEAM_INFO,DefenseHeavy,HitPoints;DamagePerSecond;Range;,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sun_beam_tower_lvl1,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sun_beam_tower_lvl1,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sun_beam_tower_lvl1,season_def_base_3x3,,,,,,,,,,,,,,,,,,,
SeasonalDefenseLazyLaserLvl1,1,,,,,,,,,,,,1500,1600,40,,,,,,,,,,,,,,,,,,,,,,,,,Lazy Laser Attack 1,Generic Hit,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,1,4000,TRUE,,,,
SeasonalDefenseLazyLaserLvl2,1,,,,,,,,,,,,1500,1600,80,,,,,,,,,,,,,,,,,,,,,,,,,Dark Tower Attack 2,Generic Hit,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,4000,8000,TRUE,,,,
SeasonalDefenseLazyLaserLvl3,1,,,,,,,,,,,,1500,1600,800,,,,,,,,,,,,,,,,,,,,,,,,,Dark Tower Attack 3,Generic Hit,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,8000,,TRUE,,,,
SeasonalDefenseLogLobberCombat,1,,,,,,,,,,,,2000,2500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TRUE,,,,,,,,,,TRUE,,,
SeasonalDefenseFlameSpinnerCombat,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SlowFlame,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,TRUE,,,,,,,,,,TRUE,,,
HookTowerHPAbility,1,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,
