Name,Character,IsDefaultSkin,EnabledByCalendar,TID,Icon,Geometry,Texture,NormalMap,MaterialMap,EmissionMap,SWF,SWFTextureExportName,Animation,AltAnimation,CameraDistance,ViewportWidth,ViewportHeight,CelebrateSfx,CelebrateSfxVolume,DeployEffect,AttackEffect,AttackEffect2,AttackEffectAlt,AttackEffect2Alt,HitEffect,DieEffect,AbilityTriggerEffect,AbilityEffect,AbilityActivationEffect,AbilityHitEffect,SkinChangeEffect,ParticleEffect3D,AbilityEffect3D,GunBone,ShadowBone,ProjectileVis,RageProjectileVis,AbilityProjectileVis,SpawnedTroopAnimation,Environment,EnvironmentMenu,EnvironmentWardrobe,MakeCreator,ShadowScale,Tier,ThemeIcon,ThemeTID,ThemeYear,FeatureCustomModel,FeatureCustomTextures,FeatureCustomAnimations,FeatureCustomEffects,FeatureCustomSounds,FeatureCustomVoiceovers,FeatureCustomUnits,FeatureExtraAnimations,FeatureExtraEffects,FeatureExtraSounds,ShadowSWF,ShadowExportName,ShadowAlpha,OutlineSize,PortraitCameraPosition,PortraitCameraLookAt,PortraitCameraFov,PortraitCameraDefaultModelRotation,UseMenuPoseInPortrait,BloomStrength,BloomThreshold
ChessKing,Barbarian King,FALSE,FALSE,TID_CHESS_KING,image/skin_icons/bk_chess_dl_opt.ktx,sc3d/barbking_chess_geo_dl_opt.glb,sc3d/barbking_chess_a_dl_opt.ktx,sc3d/barbking_chess_n_dl_opt.ktx,sc3d/barbking_chess_m_dl_opt.ktx,,,,BarbarianKingChessSkin,,10000,225,225,,,Barbarian King Chess Deploy,Barbarian King Chess Attack,,,,Archer Queen Chess hit,Barbarian King Chess Die,King Ability Effect,,,,,,,,hips_s,,,,BarbarianChess,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,0,0;1700;4300,0;2000;0,,,,20,100
LunarQueen,Archer Queen,FALSE,FALSE,TID_LUNAR_QUEEN,image/skin_icons/aq_lunar_2023_dl_opt.ktx,sc3d/archerqueen_lunar_geo_dl_opt.glb,sc3d/archerqueen_lunar_a_dl_opt.ktx,sc3d/archerqueen_lunar_n_dl_opt.ktx,sc3d/archerqueen_lunar_m_dl_opt.ktx,,,,ArcherQueenLunarSkin,,10000,225,225,,,Lunar Queen Deploy Effect,ArcherQueen_Lunar23_Atk_SFX,,,,,Archer Queen Die,Queen Ability Effect,,,,,,,L_weapon_01_s,hips_s,ArcherQueenLunar_arrow,ArcherQueenLunar arrow rage,ArcherQueenLunar_arrow,ArcherCNY,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
PainterQueen,Archer Queen,FALSE,FALSE,TID_PAINTER_QUEEN,image/skin_icons/aq_colorfest_dl_opt.ktx,sc3d/archerqueen_painter_geo_dl_opt.glb,sc3d/archerqueen_painter_a_dl_opt.ktx,sc3d/archerqueen_painter_n_dl_opt.ktx,sc3d/archerqueen_painter_m_dl_opt.ktx,,,,ArcherQueenPainterSkin,,10000,225,225,,,Painter Queen Spawn Effect,,,,,,Archer Queen Die,Queen Ability Effect,,,,,,,L_weapon_01_s,hips_s,ArcherQueenPainter_arrow,ArcherQueenPainter arrow rage,ArcherQueenPainter_arrow,ArcherPainter,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
ValentinesQueen,Archer Queen,FALSE,FALSE,TID_VALENTINES_QUEEN,image/skin_icons/aq_valentines_dl_opt.ktx,sc3d/archerqueen_valentines_geo_dl_opt.glb,sc3d/archerqueen_valentines_a_dl_opt.ktx,sc3d/archerqueen_valentines_n_dl_opt.ktx,sc3d/archerqueen_valentines_m_dl_opt.ktx,,,,ArcherQueenValentinesSkin,,10000,225,225,,,Valentines Queen Deploy Effect,ArcherQueen_Valentine_Atk_SFX,,,,,Archer Queen Die,Queen Ability Effect,,,,,,,L_weapon_01_s,hips_s,ArcherQueenValentines_arrow,ArcherQueenValentines arrow rage,ArcherQueenValentines_arrow,ArcherValentines,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1300;0,,,,20,100
GoblinQueen,Archer Queen,FALSE,FALSE,TID_GOBLIN_QUEEN,image/skin_icons/aq_goblin_dl_opt.ktx,sc3d/archerqueen_goblin_geo_dl_opt.glb,sc3d/archerqueen_goblin_a_dl_opt.ktx,sc3d/archerqueen_goblin_n_dl_opt.ktx,sc3d/archerqueen_goblin_m_dl_opt.ktx,,,,ArcherQueenGoblinSkin,,10000,225,225,,,Archer Queen Deploy,GoblinArcherQueen Attack,,,,,Archer Queen Die,Queen Ability Effect,,,,,,,L_weapon_01_s,hips_s,ArcherQueenGoblin_arrow,ArcherQueenGoblin arrow rage,ArcherQueenGoblin_arrow,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1300;0,,,,20,100
GhostQueen,Archer Queen,FALSE,FALSE,TID_GHOST_QUEEN,image/skin_icons/aq_ghost_dl_opt.ktx,sc3d/archerqueen_ghost_geo_dl_opt.glb,sc3d/archerqueen_ghost_a_dl_opt.ktx,sc3d/archerqueen_ghost_n_dl_opt.ktx,sc3d/archerqueen_ghost_m_dl_opt.ktx,sc3d/archerqueen_ghost_e_dl_opt.ktx,,,ArcherQueenGhostSkin,,10000,225,225,,,ArcherQueen_Ghost_Deploy_SFX,,,,,ArcherQueen_Ghost_Hit,Archer Queen Die,Queen Ability Effect,,,,,,,L_weapon_01_s,hips_s,ArcherQueenGhost_arrow,ArcherQueenGhost arrow rage,ArcherQueenGhost_arrow,ArcherGhost,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,0,0;1450;3800,0;1700;0,,,,20,100
LeagueQueen,Archer Queen,FALSE,FALSE,TID_LEAGUE_QUEEN,image/skin_icons/aq_league_dl_opt.ktx,sc3d/archerqueen_league_geo_dl_opt.glb,sc3d/archerqueen_league_a_dl_opt.ktx,sc3d/archerqueen_league_n_dl_opt.ktx,sc3d/archerqueen_league_m_dl_opt.ktx,sc3d/archerqueen_league_e_dl_opt.ktx,,,ArcherQueenLeagueSkin,,10000,225,225,,,ArcherQueen_League_Deploy_SFX,,,,,,Archer Queen Die,Queen Ability Effect,,,,,,,L_weapon_01_s,hips_s,ArcherQueenLeague_arrow,ArcherQueenLeague arrow rage,ArcherQueenLeague_arrow,ArcherLeague,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
ClashiversaryQueen,Archer Queen,FALSE,FALSE,TID_CLASHIVERSARY_QUEEN,image/skin_icons/aq_clashiversary_dl_opt.ktx,sc3d/archerqueen_clashiversary_geo_dl_opt.glb,sc3d/archerqueen_clashiversary_a_dl_opt.ktx,sc3d/archerqueen_clashiversary_n_dl_opt.ktx,sc3d/archerqueen_clashiversary_m_dl_opt.ktx,,,,ArcherQueenClashiversarySkin,,10000,225,225,,,ArcherQueen_CV23_Deploy_SFX,ArcherQueen_CV23_Attack_SFX,,,,,Archer Queen Die,Queen Ability Effect,,,,,,,L_weapon_01_s,hips_s,ArcherQueenClashiversary_arrow,ArcherQueenClashiversary arrow rage,ArcherQueenClashiversary_arrow,ArcherClashiversary,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1000;0,,,,20,100
GingerbreadQueen,Archer Queen,FALSE,FALSE,TID_GINGERBREAD_QUEEN,image/skin_icons/aq_cookie_dl_opt.ktx,sc3d/archerqueen_gingerbread_geo_dl_opt.glb,sc3d/archerqueen_gingerbread_a_dl_opt.ktx,sc3d/archerqueen_gingerbread_n_dl_opt.ktx,sc3d/archerqueen_gingerbread_m_dl_opt.ktx,,,,ArcherQueenGingerbreadSkin,,10000,225,225,,,ArcherQueen_Gingbred_Deploy_SFX,ArcherQueen_Gingbred_Atk_SFX,,,,AQ_ginger_hit,ArcherQueen_Gingbred_Die_SFX,Queen Ability Effect,,,,,,,L_weapon_01_s,hips_s,ArcherQueenGingerbread_arrow,ArcherQueenGingerbread arrow rage,ArcherQueenGingerbread_arrow,ArcherGingerbread,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;4000,0;1550;0,,,,20,100
ChessQueen,Archer Queen,FALSE,FALSE,TID_CHESS_QUEEN,image/skin_icons/aq_chess_dl_opt.ktx,sc3d/archerqueen_chess_geo_dl_opt.glb,sc3d/archerqueen_chess_a_dl_opt.ktx,sc3d/archerqueen_chess_n_dl_opt.ktx,sc3d/archerqueen_chess_m_dl_opt.ktx,,,,ArcherQueenChessSkin,,10000,225,225,,,Archer Queen Chess Deploy,ArcherQueen Chess Attack,,,,Archer Queen Chess hit,Archer Queen Chess Die,Queen Ability Effect,,,,,,,L_weapon_01_s,hips_s,ArcherQueenChess_arrow,ArcherQueenChess arrow rage,ArcherQueenChess_arrow,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1800;0,,,,20,100
WinterQueen,Archer Queen,FALSE,FALSE,TID_WINTER_QUEEN,image/skin_icons/aq_otn_dl_opt.ktx,sc3d/archerqueen_winter_geo_dl_opt.glb,sc3d/archerqueen_winter_a_dl_opt.ktx,sc3d/archerqueen_winter_n_dl_opt.ktx,sc3d/archerqueen_winter_m_dl_opt.ktx,,,,ArcherQueenWinterSkin,,10000,225,225,,,ArcherQueen_OfTheNorth_Deploy_SFX,ArcherQueen Attack,,,,Archer Queen Winter Hit,ArcherQueen_OfTheNorth_Die_SFX,Queen Ability Effect,,,,,,,L_weapon_01_s,hips_s,ArcherQueenWinter24_arrow,ArcherQueenWinter24 arrow rage,ArcherQueenWinter24_arrow,ArcherOTN,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
PetFrostyDefault,Frosty,TRUE,FALSE,,image/skin_icons/bk_original.ktx,sc3d/frosty_default_geo.glb,sc3d/frosty_default_a.ktx,sc3d/frosty_default_n.ktx,sc3d/frosty_default_m.ktx,,,,FrostyDefault,,10000,225,225,,,,,,,,,,,,,,,,,jaw_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,140,DEFAULT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
PetPoisonIguanaDefault,Poison Lizard,TRUE,FALSE,,image/skin_icons/bk_original.ktx,sc3d/poisoniguana_default_geo.glb,sc3d/poisoniguana_default_a.ktx,sc3d/poisoniguana_default_n.ktx,sc3d/poisoniguana_default_m.ktx,,,,PoisonIguanaDefault,,10000,225,225,,,,,,,,,,,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,DEFAULT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
PetPhoenixDefault,Phoenix,TRUE,FALSE,,image/skin_icons/bk_original.ktx,sc3d/pheonix_default_geo.glb,sc3d/pheonix_default_a.ktx,sc3d/pheonix_default_n.ktx,sc3d/pheonix_default_m.ktx,,,,PhoenixDefault,,10000,225,225,,,,,,,,,,,,,,,,,jaw_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,90,DEFAULT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
PetDiggyDefault,Diggy,TRUE,FALSE,,image/skin_icons/bk_original.ktx,sc3d/diggy_default_geo.glb,sc3d/diggy_default_a.ktx,sc3d/diggy_default_n.ktx,sc3d/diggy_default_m.ktx,,,,DiggyDefault,,10000,225,225,,,,,,,,,,,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,170,DEFAULT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
PetPhoenixEggDefault,PhoenixEgg,TRUE,FALSE,,image/skin_icons/bk_original.ktx,sc3d/pheonix_default_geo.glb,sc3d/pheonix_default_a.ktx,sc3d/pheonix_default_n.ktx,sc3d/pheonix_default_m.ktx,,,,PhoenixEggDefault,,10000,225,225,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,40,DEFAULT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
LeagueChampion,Warrior Princess,FALSE,FALSE,TID_SKIN_LEAGUE_CHAMPION,image/skin_icons/rc_league_dl_opt.ktx,sc3d/royalchampion_league_geo_dl_opt.glb,sc3d/royalchampion_league_a_dl_opt.ktx,sc3d/royalchampion_league_n_dl_opt.ktx,sc3d/royalchampion_league_m_dl_opt.ktx,,,,WarriorPrincessLeagueSkin,,10000,225,225,,,Royal Champion Deploy,Warrior Princess League Attack,,,,,Royal Champion Die,Champion Ability Effect,,,,,,,L_weapon_01_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,0,0;1450;3800,0;1300;0,,,,20,100
GoblinChampion,Warrior Princess,FALSE,FALSE,TID_GOBLIN_CHAMPION,image/skin_icons/rc_goblin_dl_opt.ktx,sc3d/royalchampion_goblin_geo_dl_opt.glb,sc3d/royalchampion_goblin_a_dl_opt.ktx,sc3d/royalchampion_goblin_n_dl_opt.ktx,sc3d/royalchampion_goblin_m_dl_opt.ktx,,,,WarriorPrincessGoblinSkin,,10000,225,225,,,Goblin Champion Deploy,GoblinWarrior Princess Attack,,,,,Royal Champion Die,Goblin Champion Ability Effect,,,,,,,L_weapon_01_s,hips_s,RoyalChampionGoblin spear,,RoyalChampionGoblin shield,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,0,0;1450;3800,0;1300;0,,,,20,100
ClashiversaryChampion,Warrior Princess,FALSE,FALSE,TID_CLASHIVERSARY_CHAMPION,image/skin_icons/rc_clashiversary_dl_opt.ktx,sc3d/royalchampion_clashiversary_geo_dl_opt.glb,sc3d/royalchampion_clashiversary_a_dl_opt.ktx,sc3d/royalchampion_clashiversary_n_dl_opt.ktx,sc3d/royalchampion_clashiversary_m_dl_opt.ktx,sc3d/royalchampion_clashiversary_e_dl_opt.ktx,,,WarriorPrincessClashiversarySkin,,10000,225,225,,,RoyalChampion_CV23_Deploy_SFX,Warrior Princess Attack,,,,,Royal Champion Die,Champion Ability Effect,,,,,,,L_weapon_01_s,hips_s,RoyalChampionClashiversary spear,,RoyalChampionClashiversary shield,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,0,0;1450;3800,300;1200;0,,,,20,100
GingerbreadChampion,Warrior Princess,FALSE,FALSE,TID_GINGERBREAD_CHAMPION,image/skin_icons/rc_cookie_dl_opt.ktx,sc3d/royalchampion_gingerbread_geo_dl_opt.glb,sc3d/royalchampion_gingerbread_a_dl_opt.ktx,sc3d/royalchampion_gingerbread_n_dl_opt.ktx,sc3d/royalchampion_gingerbread_m_dl_opt.ktx,,,,WarriorPrincessGingerbreadSkin,,10000,225,225,,,RoyalChampion_Gingerbread_Deploy_SFX,Warrior Princess Attack,,,,rc_ginger_hit,RoyalChampion_Gingerbread_Die_SFX,Champion Ability Effect,,,,,,,L_weapon_01_s,hips_s,RoyalChampionGingerbread spear,,RoyalChampionGingerbread shield,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,0,0;1450;4000,0;1550;0,,,,20,100
ChampionChampion,Warrior Princess,FALSE,FALSE,TID_CHAMPION_CHAMPION,image/skin_icons/rc_champion_2023_dl_opt.ktx,sc3d/royalchampion_champion_geo_dl_opt.glb,sc3d/royalchampion_champion_a_dl_opt.ktx,sc3d/royalchampion_champion_n_dl_opt.ktx,sc3d/royalchampion_champion_m_dl_opt.ktx,,,,WarriorPrincessChampionSkin,,10000,225,225,,,RoyalChampion_Champion_Deploy_SFX,Warrior Princess Attack,,,,,RoyalChampion_Champion_Die_SFX,Champion Ability Effect,,,,,,,L_weapon_01_s,hips_s,RoyalChampionChampion spear,,RoyalChampionChampion shield,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,image/theme_icons/champion_icon_dl_opt.ktx,TID_SKIN_THEME_WORLDS,2023,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
LNY24Champion,Warrior Princess,FALSE,FALSE,TID_LNY24_CHAMPION,image/skin_icons/rc_lny2024_dl_opt.ktx,sc3d/royalchampion_lny24_geo_dl_opt.glb,sc3d/royalchampion_lny_a_dl_opt.ktx,sc3d/royalchampion_lny_n_dl_opt.ktx,sc3d/royalchampion_lny_m_dl_opt.ktx,sc3d/royalchampion_lny_e_dl_opt.ktx,sc/hero_bk_lunar_dl_opt.sc,water,WarriorPrincessLNY24Skin,,10000,225,225,,,RoyalChampion_LNY24_Deploy_SFX,RoyalChampion_LNY24_Atk_SFX,,,,RoyalChampion lny24 Hit,RoyalChampion_LNY24_Die_SFX,RoyalChampion_LNY24_Ability_SFX,,,,,,,L_weapon_01_s,hips_s,RoyalChampionLNY24 spear,,RoyalChampionLNY24 shield,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
SpaceChampion,Warrior Princess,FALSE,FALSE,TID_SPACE_CHAMPION,image/skin_icons/rc_space_2024_dl_opt.ktx,sc3d/royalchampion_space_geo_dl_opt.glb,sc3d/royalchampion_space_a_dl_opt.ktx,sc3d/royalchampion_space_n_dl_opt.ktx,sc3d/royalchampion_space_m_dl_opt.ktx,,,,WarriorPrincessSpaceSkin,,10000,225,225,,,RoyalChampion_Space_Deploy,RoyalChampion_Space_Atk,,,,,RoyalChampion_Space_Die,RoyalChampion_Space_Jump,,,,,,,shieldTop_s,hips_s,RoyalChampionSpace spear,,RoyalChampionSpace shield,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
EgyptianChampion,Warrior Princess,FALSE,FALSE,TID_EGYPTIAN_CHAMPION,image/skin_icons/rc_egypt_dl_opt.ktx,sc3d/royalchampion_egypt_geo_dl_opt.glb,sc3d/royalchampion_egypt_a_dl_opt.ktx,sc3d/royalchampion_egypt_n_dl_opt.ktx,sc3d/royalchampion_egypt_m_dl_opt.ktx,,,,WarriorPrincessEgyptianSkin,,10000,225,225,,,RoyalChampion_Egypt_Deploy,Warrior Princess Attack,,,,,RoyalChampion_Egypt_Die,RoyalChampion_Egypt_Ability,,,,,,,spear_s,hips_s,RoyalChampionEgypt spear,,RoyalChampionEgypt shield,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
FootballChampion,Warrior Princess,FALSE,FALSE,TID_FOOTBALL_CHAMPION,image/skin_icons/rc_football_dl_opt.ktx,sc3d/royalchampion_football_geo_dl_opt.glb,sc3d/royalchampion_football_a_dl_opt.ktx,sc3d/royalchampion_football_n_dl_opt.ktx,sc3d/royalchampion_football_m_dl_opt.ktx,,,,WarriorPrincessFootballSkin,,10000,225,225,,,RoyalChampion_Football_Deploy,RoyalChampion_Football_Atk_Proj,,,,,RoyalChampion_Football_Die,RoyalChampion_Football_Ability,,,,,,,fx_L_toe_s,hips_s,RoyalChampion_football,,RoyalChampion_football,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
WildWestChampion,Warrior Princess,FALSE,FALSE,TID_WILDWEST_CHAMPION,image/skin_icons/rc_wildwest_dl_opt.ktx,sc3d/royalchampion_wildwest_geo_dl_opt.glb,sc3d/royalchampion_wildwest_a_dl_opt.ktx,sc3d/royalchampion_wildwest_n_dl_opt.ktx,sc3d/royalchampion_wildwest_m_dl_opt.ktx,,,,WarriorPrincessWildWestSkin,,10000,225,225,,,RoyalChampion_WildWest_Deploy,RoyalChampion_WildWest_Atk_Proj,,,,,RoyalChampion_WildWest_Die,RoyalChampion_WildWest_Ability,,,,,,,weapon4_s,hips_s,RoyalChampionwildwest spear,,RoyalChampionwildwest shield,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
ClashiversaryWarden,Grand Warden,FALSE,FALSE,TID_CLASHIVERSARY_WARDEN,image/skin_icons/gw_clashiversary_dl_opt.ktx,sc3d/grandwarden_clashiversary_geo_dl_opt.glb,sc3d/grandwarden_clashiversary_a_dl_opt.ktx,sc3d/grandwarden_clashiversary_n_dl_opt.ktx,sc3d/grandwarden_clashiversary_m_dl_opt.ktx,sc3d/grandwarden_clashiversary_e_dl_opt.ktx,,,GrandWardenAnniversarySkin,GrandWardenFlyAnniversarySkin,10000,225,225,,,GrandWarden_CV23_Deploy_SFX,ClockworkWarden Attack,,,,,Grand Warden Die,,,,,,,,staff1_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;4100,0;1700;0,,,,20,100
GingerbreadWarden,Grand Warden,FALSE,FALSE,TID_GINGERBREAD_WARDEN,image/skin_icons/gw_cookie_dl_opt.ktx,sc3d/grandwarden_gingerbread_geo_dl_opt.glb,sc3d/grandwarden_gingerbread_a_dl_opt.ktx,sc3d/grandwarden_gingerbread_n_dl_opt.ktx,sc3d/grandwarden_gingerbread_m_dl_opt.ktx,,,,GrandWardenGingerbreadSkin,GrandWardenFlyGingerbreadSkin,10000,225,225,,,GrandWarden_Gingerbread_Deploy_SFX,GrandWarden GingerBread Attack,,,,gw_ginger_hit,GrandWarden_Gingerbread_Die_SFX,,,,,,,,staff_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;4000,0;1700;0,,,,20,100
LNY24Warden,Grand Warden,FALSE,FALSE,TID_LNY24_WARDEN,image/skin_icons/gw_lny2024_dl_opt.ktx,sc3d/grandwarden_lny24_geo_dl_opt.glb,sc3d/grandwarden_lny_a_dl_opt.ktx,sc3d/grandwarden_lny_n_dl_opt.ktx,sc3d/grandwarden_lny_m_dl_opt.ktx,sc3d/grandwarden_lny_e_dl_opt.ktx,sc/hero_bk_lunar_dl_opt.sc,water,GrandWardenLNY24Skin,GrandWardenFlyLNY24Skin,10000,225,225,,,GrandWarden_LNY24_Deploy_SFX,GrandWarden LNY24 Attack,,GrandWarden LNY24 Attack Air,,Grand Warden lny24 Hit,GrandWarden_LNY24_Die_SFX,,,,,,,,staff4_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
SpaceWarden,Grand Warden,FALSE,FALSE,TID_SPACE_WARDEN,image/skin_icons/gw_space_2024_dl_opt.ktx,sc3d/grandwarden_space_geo_dl_opt.glb,sc3d/grandwarden_space_a_dl_opt.ktx,sc3d/grandwarden_space_n_dl_opt.ktx,sc3d/grandwarden_space_m_dl_opt.ktx,sc3d/grandwarden_space_e_dl_opt.ktx,,,GrandWardenSpaceSkin,GrandWardenFlySpaceSkin,10000,225,225,,,GrandWarden_Space_Deploy,GrandWarden_Space_Atk,,GrandWarden_Space_AtkAir,,,GrandWarden_Space_Die,,,,,,,,fx_staff_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
EgyptianWarden,Grand Warden,FALSE,FALSE,TID_EGYPTIAN_WARDEN,image/skin_icons/gw_egypt_dl_opt.ktx,sc3d/grandwarden_egyptian_geo_dl_opt.glb,sc3d/grandwarden_egyptian_a_dl_opt.ktx,sc3d/grandwarden_egyptian_n_dl_opt.ktx,sc3d/grandwarden_egyptian_m_dl_opt.ktx,sc3d/grandwarden_egyptian_e_dl_opt.ktx,,,GrandWardenEgyptianSkin,GrandWardenFlyEgyptianSkin,10000,225,225,,,GrandWarden_Egypt_Deploy,GrandWarden_Egyptian_attack,,GrandWarden_Egyptian_attack_air,,,GrandWarden_Egypt_Die,,,,,,,,snake_jaw_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
FootballWarden,Grand Warden,FALSE,FALSE,TID_FOOTBALL_WARDEN,image/skin_icons/gw_football_dl_opt.ktx,sc3d/grandwarden_football_geo_dl_opt.glb,sc3d/grandwarden_football_a_dl_opt.ktx,sc3d/grandwarden_football_n_dl_opt.ktx,sc3d/grandwarden_football_m_dl_opt.ktx,,,,GrandWardenFootballSkin,GrandWardenFlyFootballSkin,10000,225,225,,,GrandWarden_Football_Deploy,Football Warden Attack,,Football Warden Attac Air,,,GrandWarden_Football_Die,,,,,,,,Root,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
