Barbarian,,,,,,,,,,,,,,,,,,
,die,FALSE,,,temp_dummya4,FALSE,TRUE,115,,,,,,,,,,
,spawn,FALSE,,,skele_balloon_spawn1_3,FALSE,TRUE,115,,,,,,,,,,
ArcherQueenValkyrieSkin,,,,,,,,,,,,,,,,,,
,Name,StartFrame,EndFrame,LoopStartFrame,SCW,ActionFrame,Looping,Scale,LookAtCamera,ExportName,DepthBias,StopToLast,,,,,,
,String,int,int,int,String,int,boolean,int,boolean,String,int,boolean,,,,,,
,walk,,,,sc3d/archerqueen_valkyrie_anim_walk1_dl_opt.scw,,TRUE,,,,50,,,,,,,
,idle,,,,sc3d/archerqueen_valkyrie_anim_idle1_dl_opt.scw,,TRUE,,,,50,,,,,,,
,sleep,,,,sc3d/archerqueen_valkyrie_anim_sleep1_dl_opt.scw,,TRUE,,,,,,,,,,,
,upgrade,,,,sc3d/archerqueen_valkyrie_anim_sleep1_dl_opt.scw,,TRUE,,,,,,,,,,,
,attack,,,,sc3d/archerqueen_valkyrie_anim_attack1_dl_opt.scw,2,FALSE,,,,50,TRUE,,,,,,
,celebrate,,,,sc3d/archerqueen_valkyrie_anim_cheer1_dl_opt.scw,,FALSE,,TRUE,,50,,,,,,,
,die,,,,sc3d/archerqueen_valkyrie_anim_stunned1_dl_opt.scw,,TRUE,,TRUE,stunned_stars_3d,50,,,,,,,
,menu,,,140,sc3d/archerqueen_valkyrie_anim_menu1_dl_opt.scw,,TRUE,,,,,,,,,,,
,wardrobe,,,140,sc3d/archerqueen_valkyrie_anim_menu1_dl_opt.scw,,TRUE,,,,,,,,,,,
GrandWardenPartySkin,,,,,,,,,,,,,,,,,,
,Name,StartFrame,EndFrame,LoopStartFrame,SCW,ActionFrame,Looping,Scale,LookAtCamera,ExportName,DepthBias,StopToLast,,,,,,
,String,int,int,int,String,int,boolean,int,boolean,String,int,boolean,,,,,,
,walk,,,,sc3d/grandwarden_party_anim_walk1_dl_opt.scw,,TRUE,,,,50,,,,,,,
,idle,,,,sc3d/grandwarden_party_anim_idle1_dl_opt.scw,,TRUE,,,,50,,,,,,,
,sleep,,,,sc3d/grandwarden_party_anim_sleep2_dl_opt.scw,,TRUE,,,,,,,,,,,
,upgrade,,,,sc3d/grandwarden_party_anim_sleep2_dl_opt.scw,,TRUE,,,,,,,,,,,
,attack,,,,sc3d/grandwarden_party_anim_attack1_dl_opt.scw,30,FALSE,,,,50,,,,,,,
,celebrate,,,,sc3d/grandwarden_party_anim_cheer1_dl_opt.scw,,FALSE,,TRUE,,50,,,,,,,
,die,,,,sc3d/grandwarden_party_anim_stunned1_dl_opt.scw,,TRUE,,TRUE,stunned_stars_3d,50,,,,,,,
,menu,,,80,sc3d/grandwarden_party_anim_menu1_dl_opt.scw,,TRUE,,,,,,,,,,,
,wardrobe,,,80,sc3d/grandwarden_party_anim_menu1_dl_opt.scw,,TRUE,,,,,,,,,,,
GrandWardenFlyPartySkin,,,,,,,,,,,,,,,,,,
,Name,StartFrame,EndFrame,LoopStartFrame,SCW,ActionFrame,Looping,Scale,LookAtCamera,ExportName,OffsetY,StopToLast,,,,,,
,String,int,int,int,String,int,boolean,int,boolean,String,int,boolean,,,,,,
,walk,,,,sc3d/grandwarden_party_anim_fly_walk1_dl_opt.scw,,TRUE,,,,30,,,,,,,
,idle,,,,sc3d/grandwarden_party_anim_fly_idle1_dl_opt.scw,,TRUE,,,,30,,,,,,,
,sleep,,,,sc3d/grandwarden_party_anim_sleep2_dl_opt.scw,,TRUE,,,,30,,,,,,,
,upgrade,,,,sc3d/grandwarden_party_anim_sleep2_dl_opt.scw,,TRUE,,,,30,,,,,,,
,attack,,,,sc3d/grandwarden_party_anim_fly_attack1_dl_opt.scw,24,FALSE,,,,30,,,,,,,
,celebrate,,,,sc3d/grandwarden_party_anim_fly_cheer1_dl_opt.scw,,FALSE,,TRUE,,30,,,,,,,
,die,,,,sc3d/grandwarden_party_anim_fly_stunned1_dl_opt.scw,,TRUE,,TRUE,stunned_stars_3d,30,,,,,,,
,menu,,,80,sc3d/grandwarden_party_anim_fly_menu1_dl_opt.scw,,TRUE,,,,30,,,,,,,
,wardrobe,,,80,sc3d/grandwarden_party_anim_fly_menu1_dl_opt.scw,,TRUE,,,,30,,,,,,,
ArcherQueenAutumnSkin,,,,,,,,,,,,,,,,,,
,Name,StartFrame,EndFrame,LoopStartFrame,SCW,ActionFrame,Looping,Scale,LookAtCamera,ExportName,DepthBias,ParticleEffect3D,StopToLast,,,,,
,String,int,int,int,String,int,boolean,int,boolean,String,int,String,boolean,,,,,
,walk,,,,sc3d/archerqueen_autumn_anim_walk1_dl_opt.scw,,TRUE,,,,50,,,,,,,
,idle,,,,sc3d/archerqueen_autumn_anim_idle1_dl_opt.scw,,TRUE,,,,50,,,,,,,
,sleep,,,,sc3d/archerqueen_autumn_anim_sleep1_dl_opt.scw,,TRUE,,,,,,,,,,,
,upgrade,,,,sc3d/archerqueen_autumn_anim_sleep1_dl_opt.scw,,TRUE,,,,,,,,,,,
,attack,,,,sc3d/archerqueen_autumn_anim_attack1_dl_opt.scw,2,FALSE,,,,50,autumn_Walk,TRUE,,,,,
,celebrate,,,,sc3d/archerqueen_autumn_anim_cheer1_dl_opt.scw,,FALSE,,TRUE,,50,autumn_Celebrate,,,,,,
,die,,,,sc3d/archerqueen_autumn_anim_stunned1_dl_opt.scw,,TRUE,,TRUE,stunned_stars_3d,50,autumn_Celebrate,,,,,,
,menu,,,140,sc3d/archerqueen_autumn_anim_menu1_dl_opt.scw,,TRUE,,,,,,,,,,,
,wardrobe,,,140,sc3d/archerqueen_autumn_anim_menu1_dl_opt.scw,,TRUE,,,,,,,,,,,
BarbarianKingSkeletonSkin,,,,,,,,,,,,,,,,,,
,Name,StartFrame,EndFrame,LoopStartFrame,SCW,ActionFrame,Looping,Scale,LookAtCamera,ExportName,DepthBias,StopToLast,EffectFrame,Effect,,,,
,String,int,int,int,String,int,boolean,int,boolean,String,int,boolean,int,String,,,,
,walk,,,,sc3d/barbking_skeleton_anim_walk1_dl_opt.scw,,TRUE,,,,50,,,,,,,
,idle,,,,sc3d/barbking_skeleton_anim_idle1_dl_opt.scw,,TRUE,,,,50,,,,,,,
,sleep,,,,sc3d/barbking_skeleton_anim_sleep1_dl_opt.scw,,TRUE,,TRUE,,,,,,,,,
,upgrade,,,,sc3d/barbking_skeleton_anim_sleep1_dl_opt.scw,,TRUE,,TRUE,,,,,,,,,
,attack,,,,sc3d/barbking_skeleton_anim_attack1_dl_opt.scw,25,FALSE,,,,50,TRUE,,,,,,
,,,,,sc3d/barbking_skeleton_anim_attack2_dl_opt.scw,18,FALSE,,,,50,,,,,,,
,celebrate,,,,sc3d/barbking_skeleton_anim_cheer1_dl_opt.scw,,FALSE,,TRUE,,50,,16,Skelly Menu1 SFX,,,,
,die,,,,sc3d/barbking_skeleton_anim_stunned1_dl_opt.scw,,TRUE,,TRUE,stunned_stars_3d,50,,,,,,,
,menu,,,,sc3d/barbking_skeleton_anim_idle1_dl_opt.scw,,TRUE,,,,,,,,,,,
,wardrobe,,,335,sc3d/barbking_skeleton_anim_menu1_dl_opt.scw,,TRUE,,,,,,66,Skelly Menu1 SFX,,,,
ArcherQueenIceSkin,,,,,,,,,,,,,,,,,,
,Name,StartFrame,EndFrame,LoopStartFrame,SCW,ActionFrame,Looping,Scale,LookAtCamera,ExportName,DepthBias,ParticleEffect3D,StopToLast,,,,,
,String,int,int,int,String,int,boolean,int,boolean,String,int,String,boolean,,,,,
,walk,,,,sc3d/archerqueen_ice_anim_walk1_dl_opt.scw,,TRUE,,,,50,,,,,,,
,idle,,,,sc3d/archerqueen_ice_anim_idle1_dl_opt.scw,,TRUE,,,,50,,,,,,,
,sleep,,,,sc3d/archerqueen_ice_anim_sleep1_dl_opt.scw,,TRUE,,,,,,,,,,,
,upgrade,,,,sc3d/archerqueen_ice_anim_sleep1_dl_opt.scw,,TRUE,,,,,,,,,,,
,attack,,,,sc3d/archerqueen_ice_anim_attack1_dl_opt.scw,2,FALSE,,,,50,,TRUE,,,,,
,celebrate,,,,sc3d/archerqueen_ice_anim_cheer1_dl_opt.scw,,FALSE,,TRUE,,50,,,,,,,
,die,,,,sc3d/archerqueen_ice_anim_stunned1_dl_opt.scw,,TRUE,,TRUE,stunned_stars_3d,50,,,,,,,
,menu,,,140,sc3d/archerqueen_ice_anim_menu1_dl_opt.scw,,TRUE,,,,,,,,,,,
,wardrobe,,,140,sc3d/archerqueen_ice_anim_menu1_dl_opt.scw,,TRUE,,,,,,,,,,,
SiegeMachine_Carrier_lvl1,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,DirectionCount,Scale,DepthBias,,,,,,,,,
,String,boolean,int,int,String,boolean,int,int,int,,,,,,,,,
,walk,FALSE,,,Siege_Machine_CC1_idle1,FALSE,1,100,150,,,,,,,,,
,spawn,FALSE,,,Siege_Machine_CC1_deploy1,FALSE,1,100,150,,,,,,,,,
,idle,FALSE,,,Siege_Machine_CC1_idle1,TRUE,1,100,150,,,,,,,,,
,attack,FALSE,,3,Siege_Machine_CC1_idle1,TRUE,1,100,150,,,,,,,,,
,die,FALSE,,,Siege_Machine_CC1_broken1,FALSE,1,,150,,,,,,,,,
,celebrate,FALSE,,,Siege_Machine_CC1_idle1,FALSE,1,100,150,,,,,,,,,
,parked,FALSE,1,,Siege_Machine_CC1_parked1,FALSE,1,70,100,,,,,,,,,
,,FALSE,1,,Siege_Machine_CC1_parked1,FALSE,1,70,,,,,,,,,,
,,FALSE,1,,Siege_Machine_CC1_parked1,FALSE,1,70,,,,,,,,,,
SiegeMachine_Carrier_lvl2,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,DirectionCount,Scale,DepthBias,,,,,,,,,
,String,boolean,int,int,String,boolean,int,int,int,,,,,,,,,
,walk,FALSE,,,Siege_Machine_CC2_idle1,FALSE,1,100,150,,,,,,,,,
,spawn,FALSE,,,Siege_Machine_CC2_deploy1,FALSE,1,100,150,,,,,,,,,
,idle,FALSE,,,Siege_Machine_CC2_idle1,TRUE,1,100,150,,,,,,,,,
,attack,FALSE,,3,Siege_Machine_CC2_idle1,TRUE,1,100,150,,,,,,,,,
,die,FALSE,,,Siege_Machine_CC2_broken1,FALSE,1,,150,,,,,,,,,
,celebrate,FALSE,,,Siege_Machine_CC2_idle1,FALSE,1,100,150,,,,,,,,,
,parked,FALSE,1,,Siege_Machine_CC2_parked1,FALSE,1,70,100,,,,,,,,,
,,FALSE,1,,Siege_Machine_CC2_parked1,FALSE,1,70,,,,,,,,,,
,,FALSE,1,,Siege_Machine_CC2_parked1,FALSE,1,70,,,,,,,,,,
SiegeMachine_Carrier_lvl3,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,DirectionCount,Scale,DepthBias,,,,,,,,,
,String,boolean,int,int,String,boolean,int,int,int,,,,,,,,,
,walk,FALSE,,,Siege_Machine_CC3_idle1,FALSE,1,100,150,,,,,,,,,
,spawn,FALSE,,,Siege_Machine_CC3_deploy1,FALSE,1,100,150,,,,,,,,,
,idle,FALSE,,,Siege_Machine_CC3_idle1,TRUE,1,100,150,,,,,,,,,
,attack,FALSE,,3,Siege_Machine_CC3_idle1,TRUE,1,100,150,,,,,,,,,
,die,FALSE,,,Siege_Machine_CC3_broken1,FALSE,1,,150,,,,,,,,,
,celebrate,FALSE,,,Siege_Machine_CC3_idle1,FALSE,1,100,150,,,,,,,,,
,parked,FALSE,1,,Siege_Machine_CC3_parked1,FALSE,1,70,100,,,,,,,,,
,,FALSE,1,,Siege_Machine_CC3_parked1,FALSE,1,70,,,,,,,,,,
,,FALSE,1,,Siege_Machine_CC3_parked1,FALSE,1,70,,,,,,,,,,
SiegeMachine_Carrier_lvl4,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,DirectionCount,Scale,DepthBias,,,,,,,,,
,String,boolean,int,int,String,boolean,int,int,int,,,,,,,,,
,walk,FALSE,,,Siege_Machine_CC4_idle1,FALSE,1,100,150,,,,,,,,,
,spawn,FALSE,,,Siege_Machine_CC4_deploy1,FALSE,1,100,150,,,,,,,,,
,idle,FALSE,,,Siege_Machine_CC4_idle1,TRUE,1,100,150,,,,,,,,,
,attack,FALSE,,3,Siege_Machine_CC4_idle1,TRUE,1,100,150,,,,,,,,,
,die,FALSE,,,Siege_Machine_CC4_broken1,FALSE,1,,150,,,,,,,,,
,celebrate,FALSE,,,Siege_Machine_CC4_idle1,FALSE,1,100,150,,,,,,,,,
,parked,FALSE,1,,Siege_Machine_CC4_parked1,FALSE,1,70,100,,,,,,,,,
,,FALSE,1,,Siege_Machine_CC4_parked1,FALSE,1,70,,,,,,,,,,
,,FALSE,1,,Siege_Machine_CC4_parked1,FALSE,1,70,,,,,,,,,,
yeti_lvl1,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,SyncChildAnimations,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,boolean,,,,,,,,,
,walk,TRUE,,,yeti1_run1,TRUE,TRUE,90,TRUE,,,,,,,,,
,idle,TRUE,21,,yeti1_idle1,TRUE,TRUE,90,TRUE,,,,,,,,,
,,TRUE,6,,yeti1_idle1,TRUE,TRUE,90,TRUE,,,,,,,,,
,attack,TRUE,1,15,yeti1_attack1,FALSE,TRUE,90,TRUE,,,,,,,,,
,,TRUE,1,18,yeti1_attack2,FALSE,TRUE,90,TRUE,,,,,,,,,
,celebrate,TRUE,6,,yeti1_idle1,TRUE,TRUE,90,TRUE,,,,,,,,,
,,TRUE,1,,yeti1_idle1,TRUE,TRUE,90,TRUE,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,90,,,,,,,,,,
yeti_lvl2,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,SyncChildAnimations,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,boolean,,,,,,,,,
,walk,TRUE,,,yeti2_run1,TRUE,TRUE,90,TRUE,,,,,,,,,
,idle,TRUE,21,,yeti2_idle1,TRUE,TRUE,90,TRUE,,,,,,,,,
,,TRUE,6,,yeti2_idle1,TRUE,TRUE,90,TRUE,,,,,,,,,
,attack,TRUE,1,15,yeti2_attack1,FALSE,TRUE,90,TRUE,,,,,,,,,
,,TRUE,1,18,yeti2_attack2,FALSE,TRUE,90,TRUE,,,,,,,,,
,celebrate,TRUE,6,,yeti2_idle1,TRUE,TRUE,90,TRUE,,,,,,,,,
,,TRUE,1,,yeti2_idle1,TRUE,TRUE,90,TRUE,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,90,,,,,,,,,,
yeti_lvl3,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,SyncChildAnimations,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,boolean,,,,,,,,,
,walk,TRUE,,,yeti3_run1,TRUE,TRUE,90,TRUE,,,,,,,,,
,idle,TRUE,21,,yeti3_idle1,TRUE,TRUE,90,TRUE,,,,,,,,,
,,TRUE,6,,yeti3_idle1,TRUE,TRUE,90,TRUE,,,,,,,,,
,attack,TRUE,1,15,yeti3_attack1,FALSE,TRUE,90,TRUE,,,,,,,,,
,,TRUE,1,18,yeti3_attack2,FALSE,TRUE,90,TRUE,,,,,,,,,
,celebrate,TRUE,6,,yeti3_idle1,TRUE,TRUE,90,TRUE,,,,,,,,,
,,TRUE,1,,yeti3_idle1,TRUE,TRUE,90,TRUE,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,90,,,,,,,,,,
yetimite_lvl1,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,,,,,,,,,,
,walk,TRUE,,,yetimite_lvl1_run1,TRUE,TRUE,120,,,,,,,,,,
,idle,TRUE,14,,yetimite_lvl1_idle1,TRUE,TRUE,120,,,,,,,,,,
,,TRUE,4,,yetimite_lvl1_idle1,TRUE,TRUE,120,,,,,,,,,,
,attack,TRUE,1,14,yetimite_lvl1_run1,FALSE,TRUE,120,,,,,,,,,,
,celebrate,TRUE,4,,yetimite_lvl1_run1,TRUE,TRUE,120,,,,,,,,,,
,,TRUE,1,,yetimite_lvl1_idle1,TRUE,TRUE,120,,,,,,,,,,
,die,FALSE,1,,temp_dummya4,FALSE,TRUE,120,,,,,,,,,,
yetimite_lvl2,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,,,,,,,,,,
,walk,TRUE,,,yetimite_lvl2_run1,TRUE,TRUE,120,,,,,,,,,,
,idle,TRUE,14,,yetimite_lvl2_idle1,TRUE,TRUE,120,,,,,,,,,,
,,TRUE,4,,yetimite_lvl2_idle1,TRUE,TRUE,120,,,,,,,,,,
,attack,TRUE,1,14,yetimite_lvl2_run1,FALSE,TRUE,120,,,,,,,,,,
,celebrate,TRUE,4,,yetimite_lvl2_run1,TRUE,TRUE,120,,,,,,,,,,
,,TRUE,1,,yetimite_lvl2_idle1,TRUE,TRUE,120,,,,,,,,,,
,die,FALSE,1,,temp_dummya4,FALSE,TRUE,120,,,,,,,,,,
yetimite_lvl3,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,,,,,,,,,,
,walk,TRUE,,,yetimite_lvl3_run1,TRUE,TRUE,120,,,,,,,,,,
,idle,TRUE,14,,yetimite_lvl3_idle1,TRUE,TRUE,120,,,,,,,,,,
,,TRUE,4,,yetimite_lvl3_idle1,TRUE,TRUE,120,,,,,,,,,,
,attack,TRUE,1,14,yetimite_lvl3_run1,FALSE,TRUE,120,,,,,,,,,,
,celebrate,TRUE,4,,yetimite_lvl3_run1,TRUE,TRUE,120,,,,,,,,,,
,,TRUE,1,,yetimite_lvl3_idle1,TRUE,TRUE,120,,,,,,,,,,
,die,FALSE,1,,temp_dummya4,FALSE,TRUE,120,,,,,,,,,,
EliteBarbarian,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,Scale,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,int,,,,,,,,,
,walk,TRUE,,,barbarian_elite_lvl1_run1,TRUE,TRUE,sc/characters_super.sc,80,,,,,,,,,
,idle,TRUE,1,,barbarian_elite_lvl1_idle1,TRUE,TRUE,sc/characters_super.sc,80,,,,,,,,,
,,TRUE,1,,barbarian_elite_lvl1_idle1,TRUE,TRUE,sc/characters_super.sc,80,,,,,,,,,
,attack,TRUE,1,11,barbarian_elite_lvl1_attack1,FALSE,TRUE,sc/characters_super.sc,80,,,,,,,,,
,,TRUE,1,11,barbarian_elite_lvl1_attack2,FALSE,TRUE,sc/characters_super.sc,80,,,,,,,,,
,,TRUE,1,11,barbarian_elite_lvl1_attack1,FALSE,TRUE,sc/characters_super.sc,80,,,,,,,,,
,,TRUE,1,11,barbarian_elite_lvl1_attack2,FALSE,TRUE,sc/characters_super.sc,80,,,,,,,,,
,celebrate,TRUE,1,,barbarian_elite_lvl1_cheer1,TRUE,TRUE,sc/characters_super.sc,80,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
,spawn,TRUE,1,,barbarian_elite_lvl1_cheer1,TRUE,TRUE,sc/characters_super.sc,80,,,,,,,,,
WarriorPrincessDefaultSkin,,,,,,,,,,,,,,,,,,
,Name,StartFrame,EndFrame,LoopStartFrame,SCW,ActionFrame,Looping,Scale,LookAtCamera,ExportName,DepthBias,ParticleEffect3D,StopToLast,HideGeometry,HideGeometryFrame,EffectFrame,Effect,
,String,int,int,int,String,int,boolean,int,boolean,String,int,String,boolean,String,int,int,String,
,walk,,,,sc3d/warriorprincess_default_anim_walk1.scw,,TRUE,,,,50,,,,,6,,
,idle,,,,sc3d/warriorprincess_default_anim_idle1.scw,,TRUE,,,,50,,,,,6,,
,sleep,,,,sc3d/warriorprincess_default_anim_sleep1.scw,,TRUE,,TRUE,,,,,,,6,,
,upgrade,,,,sc3d/warriorprincess_default_anim_sleep1.scw,,TRUE,,TRUE,,,,,,,6,,
,attack,,,,sc3d/warriorprincess_default_anim_attack1.scw,8,FALSE,,,,50,,TRUE,,,6,,
,celebrate,,,,sc3d/warriorprincess_default_anim_cheer1.scw,,FALSE,,TRUE,,50,,,,,6,,
,die,,,,sc3d/warriorprincess_default_anim_stunned1.scw,,TRUE,,TRUE,stunned_stars_3d,50,,,,,6,,
,menu,,,110,sc3d/warriorprincess_default_anim_menu1.scw,,TRUE,,,,,,,,,6,,
,wardrobe,,,110,sc3d/warriorprincess_default_anim_menu1.scw,,TRUE,,,,,,,,,6,,
,jump,,,,sc3d/warriorprincess_default_anim_jump1.scw,,FALSE,,,,50,,,,,6,,
,ability,,,,sc3d/warriorprincess_default_anim_ability1.scw,28,FALSE,,,,50,,TRUE,shieldWoodGeo;shieldMetalGeo,28,6,,
Ice Wizard1,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,ice_wizard1_run1,TRUE,TRUE,sc/characters_super.sc,,,,,,,,,,
,idle,TRUE,10,,ice_wizard1_idle1,TRUE,TRUE,sc/characters_super.sc,,,,,,,,,,
,attack,TRUE,1,14,ice_wizard1_attack1,FALSE,TRUE,sc/characters_super.sc,,,,,,,,,,
,celebrate,TRUE,1,,ice_wizard1_idle1,TRUE,TRUE,sc/characters_super.sc,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
BarbarianKingJollySkin,,,,,,,,,,,,,,,,,,
,Name,StartFrame,EndFrame,LoopStartFrame,SCW,ActionFrame,Looping,Scale,LookAtCamera,ExportName,DepthBias,ParticleEffect3D,StopToLast,EffectFrame,Effect,,,
,String,int,int,int,String,int,boolean,int,boolean,String,int,String,boolean,int,String,,,
,walk,,,,sc3d/barbking_santa_anim_walk1_dl_opt.scw,,TRUE,,,,50,,,1,,,,
,idle,,,,sc3d/barbking_santa_anim_idle1_dl_opt.scw,,TRUE,,,,50,,,1,,,,
,sleep,,,,sc3d/barbking_santa_anim_sleep1_dl_opt.scw,,TRUE,,TRUE,,,,,1,Jolly Snowing,,,
,upgrade,,,,sc3d/barbking_santa_anim_sleep1_dl_opt.scw,,TRUE,,TRUE,,,,,1,Jolly Snowing,,,
,attack,,,,sc3d/barbking_santa_anim_attack1_dl_opt.scw,25,FALSE,,,,50,,TRUE,1,,,,
,,,,,sc3d/barbking_santa_anim_attack2_dl_opt.scw,18,FALSE,,,,50,,,1,,,,
,celebrate,,,,sc3d/barbking_santa_anim_cheer1_dl_opt.scw,,FALSE,,TRUE,,50,,,25,Jolly Spawn Effect,,,
,die,,,,sc3d/barbking_santa_anim_stunned1_dl_opt.scw,,TRUE,,TRUE,stunned_stars_3d,50,,,1,Jolly Snowing,,,
,menu,,,190,sc3d/barbking_santa_anim_menu1_dl_opt.scw,,TRUE,,,,,,,,,,,
,wardrobe,,,190,sc3d/barbking_santa_anim_menu1_dl_opt.scw,,TRUE,,,,,,,40,Jolly Menu1 SFX,,,
ArcherQueenCnySkin,,,,,,,,,,,,,,,,,,
,Name,StartFrame,EndFrame,LoopStartFrame,SCW,ActionFrame,Looping,Scale,LookAtCamera,ExportName,DepthBias,ParticleEffect3D,StopToLast,,,,,
,String,int,int,int,String,int,boolean,int,boolean,String,int,String,boolean,,,,,
,walk,,,,sc3d/archerqueen_cny_anim_walk1_dl_opt.scw,,TRUE,,,,50,,,,,,,
,idle,,,,sc3d/archerqueen_cny_anim_idle1_dl_opt.scw,,TRUE,,,,50,,,,,,,
,sleep,,,,sc3d/archerqueen_cny_anim_sleep1_dl_opt.scw,,TRUE,,,,,,,,,,,
,upgrade,,,,sc3d/archerqueen_cny_anim_sleep1_dl_opt.scw,,TRUE,,,,,,,,,,,
,attack,,,,sc3d/archerqueen_cny_anim_attack1_dl_opt.scw,2,FALSE,,,,50,,TRUE,,,,,
,celebrate,,,,sc3d/archerqueen_cny_anim_cheer1_dl_opt.scw,,FALSE,,TRUE,,50,,,,,,,
,die,,,,sc3d/archerqueen_cny_anim_stunned1_dl_opt.scw,,TRUE,,TRUE,stunned_stars_3d,50,,,,,,,
,menu,,,200,sc3d/archerqueen_cny_anim_menu1_dl_opt.scw,,TRUE,,,,,,,,,,,
,wardrobe,,,200,sc3d/archerqueen_cny_anim_menu1_dl_opt.scw,,TRUE,,,,,,,,,,,
EliteWallbreaker,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,String,,,,,,,,,
,walk,TRUE,,,super_skeleton_run,TRUE,TRUE,100,sc/characters_super.sc,,,,,,,,,
,idle,TRUE,1,,super_skeleton_idle1,TRUE,TRUE,100,sc/characters_super.sc,,,,,,,,,
,attack,TRUE,1,10,super_skeleton_attack1,FALSE,TRUE,100,sc/characters_super.sc,,,,,,,,,
,celebrate,TRUE,4,,super_skeleton_idle1,TRUE,TRUE,100,sc/characters_super.sc,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,100,,,,,,,,,,
EliteGiant,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,,,,,,,,,,
,walk,TRUE,,,giant9_walk1,TRUE,TRUE,120,,,,,,,,,,
,idle,TRUE,10,,giant9_idle1,TRUE,TRUE,120,,,,,,,,,,
,,TRUE,2,,giant9_idle1,TRUE,TRUE,120,,,,,,,,,,
,attack,TRUE,1,14,giant9_attack3,FALSE,TRUE,120,,,,,,,,,,
,,TRUE,1,16,giant9_attack2,FALSE,TRUE,120,,,,,,,,,,
,,TRUE,1,14,giant9_attack3,FALSE,TRUE,120,,,,,,,,,,
,celebrate,TRUE,4,,giant9_idle1,TRUE,TRUE,120,,,,,,,,,,
,,TRUE,1,,giant9_idle1,TRUE,TRUE,120,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,120,,,,,,,,,,
,spawn,TRUE,1,,barbarian1_cheer1,TRUE,TRUE,120,,,,,,,,,,
EliteGoblin,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,goblin_elite_run1,TRUE,TRUE,sc/characters_super.sc,,,,,,,,,,
,idle,TRUE,1,,goblin_elite_idle1,TRUE,TRUE,sc/characters_super.sc,,,,,,,,,,
,attack,TRUE,1,10,goblin_elite_attack1,FALSE,TRUE,sc/characters_super.sc,,,,,,,,,,
,celebrate,FALSE,1,,goblin_elite_idle1_2,TRUE,TRUE,sc/characters_super.sc,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
GrandWardenPrimalSkin,,,,,,,,,,,,,,,,,,
