TID,PL
TID_TREASURE_HUNT_INFO_TEXT_3,Podczas wydarzenia uzyskaj skrzynie w maks. liczbie: <number>! Nowe skrzynie (<number2>) dostępne będą co <number3> godz.
TID_TREASURE_HUNT_INFO_TEXT_4,"Uderz skrzynie, by zdobyć szansę na rzadkie nagrody."
TID_TREASURY_BOOSTERS_DESCRIPTION,Magiczne przedmioty mają niezwykłe moce: od pomagania w ulepszaniu do wzmacniania różnych elementów w Osadzie i armii. Możesz mieć ograniczoną liczbę każdego przedmiotu naraz.
TID_TREASURY_BOOSTERS_EMPTY,Nie masz żadnego z tych magicznych przedmiotów.
TID_TREASURY_CAPACITY,<resource>: <number>
TID_TREASURY_DARK_ELIXIR,Mroczny eliksir w skarbcu
TID_TREASURY_DESCRIPTION,Łupy z wojen klanów i gwiezdnego bonusu są znakomicie chronione w skarbcu. Zwiększaj pojemność skarbca poprzez ulepszanie ratusza i dzięki korzyściom klanowym.
TID_TREASURY_ELIXIR,Eliksir w skarbcu
TID_TREASURY_GOLD,Złoto w skarbcu
TID_TREASURY_WINDOW_TITLE,Skarbiec
TID_TROOPS_NOT_AT_CAPACITY_TOOLTIP,"<cffcd443d>Wybierz więcej oddziałów</c>, by wykorzystać wszystkie miejsca."
TID_TROOPS_USED,Użyte oddziały:
TID_TROOP_ALREADY_AT_MAX_LEVEL,Jednostka jest na maks. poziomie
TID_TROOP_HEAL,Leczenie oddziału: <number>
TID_TROOP_INFO_COMING_SOON,Już wkrótce
TID_TROOP_REQUEST_FAIL_CASTLE_FULL,Zamek klanu jest już pełny.
TID_TROOP_REQUEST_FAIL_COOLDOWN,"Musisz poczekać, zanim poprosisz o posiłki."
TID_TROOP_REQUEST_SENT,Prośba wysłana.
TID_TROOP_REQUEST_SPEED_UP_FAILED_FULL,Zamek klanu jest już pełny.
TID_TROOP_REQUEST_SPEED_UP_SUCCESS,Możesz prosić o posiłki do zamku klanu.
TID_TROOP_SELF_DONATE_COMPLETED,Posiłki dodane
TID_TROOP_SELF_DONATE_NO_REINFORCEMENTS,Wybierz posiłki do dodania
TID_TROOP_SPEED_UP_SUCCESS,Trening oddziału zakończony.
TID_TROOP_TRAINING_CC_OVERVIEW,Posiłki zamku klanu
TID_TROOP_TRAINING_COPY_ARMY_TEXT,Kopiuj wojsko
TID_TROOP_TRAINING_HERO_INFO_TEXT,"Stuknij, by edytować herosów"
TID_TROOP_TRAINING_INFO_TAP_TO_EDIT,"Stuknij, by edytować"
TID_TROOP_TRAINING_MAX,Maks.
TID_TROOP_UPGRADE_ALREADY_ONGOING,Trwa ulepszanie
TID_TROOP_UPGRADE_COMPLETED,Ulepszenie gotowe: <item> poz. <number>
TID_TROOP_UPGRADE_TIME,Łączny czas:
TID_TROPHIES,Trofea:
TID_TRYING_TO_TYPE_TOO_MANY_TAGS,Możesz otagować tylko <num> graczy na wiadomość
TID_TTRPG_CHAMPION,Czempionka Paladynka
TID_TTRPG_KING,Barbarzyńca ork
TID_TTRPG_QUEEN,Królowa Satyrka
TID_TTRPG_WARDEN,Strażnik Krasnolud
TID_TUTORIAL_ACHIEVEMENTS,"Jeśli szukasz nowych wyzwań, stuknij tutaj."
TID_TUTORIAL_ACHIEVEMENTS2,"Wodzu, doskonale wiesz, co robić. Cała Osada liczy na Ciebie!"
TID_TUTORIAL_ARTO_COMPLETE_1,I… gotowe!
TID_TUTORIAL_ARTO_COMPLETE_2,"Przywitaj się, B.O.B!"
TID_TUTORIAL_ARTO_COMPLETE_3,"WITAJ, CZŁOWIEKU!"
TID_TUTORIAL_ARTO_COMPLETE_4,"Wyślę go, by pomógł w Twojej Osadzie."
TID_TUTORIAL_ARTO_COMPLETE_5,"Nikt nie zauważy nic dziwnego, prawda?"
TID_TUTORIAL_ARTO_START_1,"Hej! Pamiętasz, jak przy pierwszych odwiedzinach powiedziałem, że chcę odwiedzić Twój dom?"
TID_TUTORIAL_ARTO_START_2,"Tak się składa, że zmieniłem zdanie. Podoba mi się tutaj z O.T.T.O."
TID_TUTORIAL_ARTO_START_3,"Ale nie zostawię Cię na lodzie. Przygotowuję kogoś, kto będzie Ci pomagać zamiast mnie."
TID_TUTORIAL_ATTACK,"Naprawdę? Jeśli walczycie tak dobrze, jak sprzątacie, możemy stworzyć zgrany zespół."
TID_TUTORIAL_ATTACK_DONE,"O nie, tu też nas atakują?"
TID_TUTORIAL_ATTACK_DONE2,Tak rozwiązujemy sprawy. Najlepszy atak jest nagradzany. Nie wolno kraść. To NIEGRZECZNE.
TID_TUTORIAL_ATTACK_DONE3,"Wodzu, Twój atak był najlepszy! Dostaliśmy łupy w nagrodę."
TID_TUTORIAL_ATTACK_NPC_1,I gotowe! A teraz zniszczmy obóz goblinów z pomocą czarodziejów.
TID_TUTORIAL_ATTACK_NPC_2,Dobra robota. Rozpraw się z zielonymi paskudami!
TID_TUTORIAL_ATTACK_NPC_BUTTON,Atakuj
TID_TUTORIAL_BARRACK_1,"Wodzu, potrzebujemy wojska do walki z goblinami! Zbudujmy koszary."
TID_TUTORIAL_BATTLE_BUILDERS_1,"Hej, Wodzu! Budowniczowie wspomnieli, że chcą pomóc bardziej przy bitwach."
TID_TUTORIAL_BATTLE_BUILDERS_2,"Ulepsz ich chaty, by sprawdzić, jak mogą się przydać."
TID_TUTORIAL_BUILDER_MENU,Wybierz tutaj sugerowaną strukturę i zacznij budowę.
TID_TUTORIAL_CANNON_1,"Witaj, Wodzu! Czekaliśmy na Ciebie…"
TID_TUTORIAL_CANNON_2,"To nasza nowa Osada. Życie tutaj byłoby idealne, gdyby nie…"
TID_TUTORIAL_CANNON_3,"O, nie! GOBLINY! Szybko, ustaw działo, aby obronić Osadę!"
TID_TUTORIAL_CANNON_4,Postaw działo w Osadzie. Musimy obronić ratusz!
TID_TUTORIAL_CANNON_5,"Możesz wydać kilka klejnotów, aby przyspieszyć."
TID_TUTORIAL_CAPITAL_ARMY_1,Podczas ataku używasz własnych oddziałów i zaklęć Stolicy.
TID_TUTORIAL_CAPITAL_ARMY_2,"Nie mam czasu na przewożenie oddziałów w tę i we w tę, gdy zmienisz zdanie."
TID_TUTORIAL_CAPITAL_ARMY_3,"Twoje wojsko jest zawsze gotowe do walki tutaj, gdy zdecydujesz się go użyć."
TID_TUTORIAL_CAPITAL_ARMY_4,"Odblokuj i ulepsz koszary oddziałów i fabryki zaklęć, jeśli chcesz mieć większy wybór lub silniejsze wojsko."
TID_TUTORIAL_CAPITAL_UPGRADE_1,Hmm… To może działać sprawniej. Ulepszmy to.
TID_TUTORIAL_CAPITAL_UPGRADE_2,W Stolicy klan wspólnie ulepsza budynki. Każdy klanowicz może dołożyć złoto stolicy na ulepszenia.
TID_TUTORIAL_CAPITAL_UPGRADE_3,Po zebraniu odpowiedniej ilości złota ulepszenie będzie gotowe.
TID_TUTORIAL_CAPITAL_UPGRADE_4,"Potrzebuję tylko machnięcia młotem, żeby to zrobić. W przeciwieństwie do niektórych."
TID_TUTORIAL_CHANGE_NAME,Nieźle! Atakowanie to najlepszy sposób na zdobycie łupów. Jak mamy Cię nazywać?
TID_TUTORIAL_CHECK_PARENTAL_CONSENT,"Wodzu, zanim zagrasz, potrzebujesz zgody zaufanej osoby dorosłej."
TID_TUTORIAL_CLANCASTLE_1,"Wodzu, nasze magazyny są przepełnione złotem. Naprawmy zamek klanu."
TID_TUTORIAL_CLANCASTLE_2,"Stuknij zamek klanu, by go odbudować."
TID_TUTORIAL_CLANGAMES_1,"Witaj, Wodzu! Dobrze, że jesteś!"
TID_TUTORIAL_CLANGAMES_2,"Mamy dla Ciebie mały konkurs. Wejdź i sprawdź, czy dasz radę."
TID_TUTORIAL_CLASHOWEEN_EVENT_A1,"Psst… Tutaj, Wodzu!"
TID_TUTORIAL_CLASHOWEEN_EVENT_A2,"Budowniczemu się nudzi, gdy tylko pracuje i nie ma czasu na zabawę."
TID_TUTORIAL_CLASHOWEEN_EVENT_A3,A może mógłbym zbudować… oddziały?
TID_TUTORIAL_CLASHOWEEN_EVENT_A4,"Pozwól, że zademonstruję moje najnowsze dzieło."
TID_TUTORIAL_CLASHOWEEN_EVENT_A5,Kocioł kwaśnego eliksiru!
TID_TUTORIAL_CLASHOWEEN_EVENT_B1,Postaw go w jakimś miłym miejscu.
TID_TUTORIAL_CLASHOWEEN_EVENT_B2,Iii…
TID_TUTORIAL_CLASHOWEEN_EVENT_B3,Zaczyna się!
TID_TUTORIAL_CLASHOWEEN_EVENT_C1,Spójrz na ten nudny zbiornik eliksiru…
TID_TUTORIAL_CLASHOWEEN_EVENT_C2,BAM! Kwaśny eliksir jest pyszny.
TID_TUTORIAL_CLASHOWEEN_EVENT_C3,"Złup wrogie osady, by odebrać im cenny kwaśny eliksir."
TID_TUTORIAL_CLASHOWEEN_EVENT_D1,Kocioł również produkuje kwaśny eliksir.
TID_TUTORIAL_CLASHOWEEN_EVENT_D2,"Pamiętaj, by go zebrać. Jego efekty Cię zachwycą."
TID_TUTORIAL_CLASHOWEEN_EVENT_E1,Tutaj zbiera się kwaśny eliksir.
TID_TUTORIAL_CLASHOWEEN_EVENT_E2,"Gdy trochę go zdobędziesz, odbierz tutaj smakowite nagrody."
TID_TUTORIAL_DEFEND_1,"Raaar! Gobliny, DO ATAKUUUU!"
TID_TUTORIAL_DEFEND_1b,"Ha, ha, ha! Co to? Kolejny żałosny człowiek!"
TID_TUTORIAL_DEFEND_2,"O mały włos! Dzięki, Wodzu!"
TID_TUTORIAL_DEFEND_4,W tej magicznej krainie struktury naprawiają się... magicznie.
TID_TUTORIAL_DEFEND_5,"Raar, ZŁOTO! My, gobliny, kochamy złoto!"
TID_TUTORIAL_DEFEND_BUTTON,Do boju!
TID_TUTORIAL_DEFENSIVE_HERO_SWAPPING_1,"Możesz wybrać, który heros ma bronić tego sztandaru. Możesz to zmienić w dowolnej chwili."
TID_TUTORIAL_ELIXIRSTORAGE,Potrzebujesz też miejsca na zgromadzony eliksir.
TID_TUTORIAL_ELIXIR_1,Poza złotem będzie nam potrzebny eliksir.
TID_TUTORIAL_ELIXIR_2,Możesz pobierać eliksir spod ziemi. Spróbuj!
TID_TUTORIAL_ELIXIR_CART_1,"Atakuje nas inny budowniczy! Sprawdźmy, jak radzi sobie nasza obrona."
TID_TUTORIAL_ELIXIR_CART_2,Dobra obrona jest tak samo ważna jak dobry atak. Tak jest FAIR.
TID_TUTORIAL_ELIXIR_CART_3,Za każdą gwiazdę zdobytą w obronie otrzymujemy eliksir.
TID_TUTORIAL_ELIXIR_CART_4,Zbierzmy eliksir i skorzystajmy z niego.
TID_TUTORIAL_ELIXIR_STORAGE_1,"Świetnie! Eliksir jest potrzebny, by tworzyć i ulepszać struktury."
TID_TUTORIAL_ELIXIR_STORAGE_2,"Zbudujmy zbiornik eliksiru, by nie zmarnować ani kropli."
TID_TUTORIAL_ENTER_AGE,Jeszcze jedno pytanie…
TID_TUTORIAL_ENTER_AGE_ALTERNATE_PATH,"Witaj, Wodzu!"
TID_TUTORIAL_FAILED,Coś poszło nie tak. Zrestartuj i spróbuj ponownie.
TID_TUTORIAL_FORGE_1,"Wielki Budowniczy przysyła tę kuźnię. Mówi, że pomoże Stolicy."
TID_TUTORIAL_FORGE_2,"Każdego dnia wykuje trochę złota stolicy. Możesz je odebrać, stukając tutaj."
TID_TUTORIAL_FORGE_3,"Zapytałam, jak działa, ale powiedział, że nie zrozumiemy."
TID_TUTORIAL_FORGE_CRAFTING_1,Budowniczowie mogą też przetworzyć zasoby w złoto stolicy.
TID_TUTORIAL_FORGE_CRAFTING_2,"Zajmie to trochę czasu, ale przyspieszy budowanie Stolicy."
TID_TUTORIAL_GOLDSTORAGE,Potrzebujesz też miejsca do przechowywania złota.
TID_TUTORIAL_GOLD_EARNING_GETTING_STARS,"Świetny atak, Wodzu! Wygrywanie i zdobywanie gwiazd jest bardzo ważne."
TID_TUTORIAL_GOLD_EARNING_LEAGUES,"Im więcej zdobytych trofeów, tym wyższe miejsce w lidze."
TID_TUTORIAL_GOLD_EARNING_LEAGUES_AND_STARS,"Im wyższa liga, tym więcej złota za każdą gwiazdę."
TID_TUTORIAL_GOLD_STORAGE_1,"Przyda się też miejsce, w którym będzie można przechowywać złoto!"
TID_TUTORIAL_GOLD_STORAGE_2,"Zbuduj magazyn złota, żebyśmy mogli składować błyskotki."
TID_TUTORIAL_HERO_TAVERN_INTRO_1,"Hej, Wodzu! W nowej sali herosów pojawił się potężny heros. Przywitajmy się!"
TID_TUTORIAL_HERO_TAVERN_INTRO_2,GRRRRR!
TID_TUTORIAL_HERO_TAVERN_INTRO_3,Król niewielu słów. Herosi są najpotężniejszą częścią Twojego wojska!
TID_TUTORIAL_HERO_TAVERN_INTRO_4,Herosi również bronią Osadę przed atakami przy użyciu sztandarów. Umieść jeden z nich!
TID_TUTORIAL_HERO_TAVERN_INTRO_5,"Ulepsz salę herosów, aby odblokować więcej herosów i sztandarów. Czas wrzucić herosa w wir walki!"
TID_TUTORIAL_HERO_TAVERN_MIGRATION_1,"GRRR! Żałosny, ciasny ołtarz! Wstyd dla Króla!"
TID_TUTORIAL_HERO_TAVERN_MIGRATION_2,Dobre wieści! Mamy budynek godny naszych potężnych herosów. Rozmieść salę herosów.
TID_TUTORIAL_HERO_TAVERN_MIGRATION_3,Witaj w sali herosów! Znajdziesz tu wiele niezbędnych rzeczy.
TID_TUTORIAL_HERO_TAVERN_MIGRATION_4,"Ołtarze zniknęły, ale herosi wciąż będą bronić Osady. Przejdźmy do sztandaru."
TID_TUTORIAL_HERO_TAVERN_MIGRATION_5,"Ołtarze zniknęły, ale herosi wciąż będą bronić Osady. Rozmieść sztandar herosa."
TID_TUTORIAL_LOOK_FINISH,"Oddziałów? Wodzu, Twoje umiejętności mogą się tu przydać!"
TID_TUTORIAL_LOOK_LABORATORY,Jestem Mistrzem Budowniczym. Chcecie zobaczyć mój ulubiony budynek? Wyposaża oddziały w zdolności specjalne.
TID_TUTORIAL_LOOK_LABORATORY_DO,"Oczywiście potrzebujemy oddziałów, by ustalić, kto jest najlepszym budowniczym."
TID_TUTORIAL_MAGICITEMS_1,"Wodzu, znaleźliśmy dziwny przedmiot w zamku klanu."
TID_TUTORIAL_MAGICITEMS_2,Czy jest niebezpieczny? Wygląda na potężny.
TID_TUTORIAL_MEET_NEW_BUILDER,Zzz…
TID_TUTORIAL_MEET_NEW_BUILDER2,"Co? O, goście! Hurra!"
TID_TUTORIAL_MEET_NEW_BUILDER3,Skąd się wzięliście?
TID_TUTORIAL_MEET_NEW_BUILDER4,Moja chata… Posprzątaliście ją! TOTALNIE zasługujecie na wycieczkę.
TID_TUTORIAL_MERGE_1,Budowniczowie mają szalony pomysł na ulepszenie obrony.
TID_TUTORIAL_MERGE_2,Weźmiemy dwa zwykłe stanowiska obronne i połączymy je w jedno mocniejsze.
TID_TUTORIAL_MERGE_3,"Ciekawe, jak będzie chronić Osadę!"
TID_TUTORIAL_MODE_TEXT,Nagrody nie są dostępne w trybie samouczka
TID_TUTORIAL_MODE_TITLE,Tryb samouczka
TID_TUTORIAL_OFFENSIVE_HERO_SWAPPING_1,"Wybierz najlepszych herosów, którzy dołączą do Twoich wojsk w bitwie. Aby odblokować więcej miejsc, ulepsz salę herosów."
TID_TUTORIAL_OUTPOST_INTRO_1,Tutaj mieszka O.T.T.O.
TID_TUTORIAL_OUTPOST_INTRO_2,"A, kim jest O.T.T.O?"
TID_TUTORIAL_OUTPOST_INTRO_3,"To mały robot, którego zbudowałem, żeby mi pomagał. Przywitaj się, O.T.T.O!"
TID_TUTORIAL_OUTPOST_INTRO_4,…
TID_TUTORIAL_OUTPOST_INTRO_5,"OK, przywitać się nie umie, ale za to świetnie wywija młotem!"
TID_TUTORIAL_OWN_HOUSE_1,To Twój dom z dala od Osady Głównej. Z dużo lepszym widokiem.
TID_TUTORIAL_OWN_HOUSE_2,"Wyglądasz na osobę, która lubi brąz. Dlatego wybraliśmy dekoracje w tym kolorze."
TID_TUTORIAL_OWN_HOUSE_3,"Jeśli Ci się nie podobają, możesz je zmienić."
TID_TUTORIAL_OWN_HOUSE_4,"Już teraz masz kilka opcji, a im więcej złota stolicy przekażesz, tym więcej opcji odblokujesz."
TID_TUTORIAL_PETS_1,Chodźmy się rozejrzeć.
TID_TUTORIAL_PETS_2,"Zwierzęta to potężni towarzysze, którzy walczą ramię w ramię z herosami."
TID_TUTORIAL_PETS_3,"Możesz je ulepszać, by stawały się jeszcze potężniejsze."
TID_TUTORIAL_PETS_4,"Sparuj L.A.S.S.I, pierwszą pupilkę, z jednym z herosów."
TID_TUTORIAL_PETS_5,Świetny wybór! Każde zwierzę jest unikatowe i jest mnóstwo opcji wyboru.
TID_TUTORIAL_PETS_6,"Eksperymentuj, próbuj i sprawdzaj, która para działa najlepiej."
TID_TUTORIAL_PET_SHOP,"Hej, Wodzu! Zapraszam na wycieczkę po domu zwierząt!"
TID_TUTORIAL_RAID_TEASER_1,"Wy, młodzi, zawsze chcecie wszystko naraz."
TID_TUTORIAL_RAID_TEASER_2,"Gdy nadejdzie czas, Twój klan będzie mógł brać udział w weekendach najazdów."
TID_TUTORIAL_RAID_TEASER_3,Cierpliwości! Ćwicz ataki i buduj mocne stanowiska obronne.
TID_TUTORIAL_RAID_WEEKEND_1,"Ach, czas na najazd! Podczas weekendu najazdów mierzycie się ze stolicami innych klanów."
TID_TUTORIAL_RAID_WEEKEND_2,"Tutaj widzisz wrogi klan, który najeżdżasz. By wygrać, Twój klan musi zniszczyć wszystkie wrogie dystrykty."
TID_TUTORIAL_RAID_WEEKEND_3,"Kiedy pokonasz stolicę, wybierzemy innego przeciwnika, a potem następnego – walki trwają przez cały weekend."
TID_TUTORIAL_RAID_WEEKEND_4,Każdy otrzymuje określoną liczbę ataków do wykorzystania. Po pierwszym zdobyciu 3 gwiazd w dystrykcie otrzymacie bonusowy atak.
TID_TUTORIAL_RAID_WEEKEND_5,"W tym czasie inne klany atakują Waszą Stolicę. A mówiłem, że trzeba było zainwestować w ulepszenie stanowisk obronnych."
TID_TUTORIAL_RAID_WEEKEND_6,"Po zakończeniu weekendu otrzymacie medale najazdu na podstawie tego, jak dobrze poszło Waszemu klanowi w ataku i obronie."
TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_1,"Wydaje mi się, że atakowanie tych, którzy mają dwie fazy ataku, może być trudne."
TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_2,"Nie mówię, że kiepsko Ci idzie atakowanie. Nie to mam na myśli."
TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_3,"Po prostu odnoszę wrażenie, że pomogłoby, gdybyśmy mieli przygotowane posiłki na drugą fazę."
TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_4,"Ty decydujesz, jak ich użyć."
TID_TUTORIAL_RUINS_1,Hm… Chyba kilka rzeczy popada w ruinę.
TID_TUTORIAL_RUINS_2,Odbuduj je – dzięki temu zyskasz nowe budynki w dystrykcie.
TID_TUTORIAL_RUINS_3,"Widzisz, co możesz uzyskać i ile złota stolicy potrzeba."
TID_TUTORIAL_RUINS_4,"Im więcej budynków, tym więcej opcji skutecznych ataków i obrony."
TID_TUTORIAL_SEASON_CHALLENGE_1,"Hej, Wodzu! Wydaje mi się, że już czas na coś nowego."
TID_TUTORIAL_SEASON_CHALLENGE_2,Od teraz co miesiąc będą czekać na Ciebie nowe nagrody i wyzwania.
TID_TUTORIAL_SEASON_CHALLENGE_3,Dostępne będą też nowe nagrody zwane korzyściami. Popatrz!
TID_TUTORIAL_SEASON_CHALLENGE_4,Bank sezonowy magicznie zapełnia się łupami z regularnych bitew.
TID_TUTORIAL_SEASON_CHALLENGE_5,Na koniec każdego miesiąca wszystko to trafi do Twoich magazynów.
TID_TUTORIAL_SEASON_CHALLENGE_6,"Inne korzyści pomagają pokryć koszt budowania, badań i przekazywania zasobów."
TID_TUTORIAL_SEASON_CHALLENGE_7,Zdobądź złoty karnet i zyskaj wszystkie korzyści oraz inne świetne nagrody.
TID_TUTORIAL_SELF_DONATING_1,"Wodzu, tutaj możesz skorzystać z medali najazdu zdobytych w Stolicy."
TID_TUTORIAL_SELF_DONATING_2,Możesz ich użyć do zapełnienia swojego zamku klanu czymkolwiek zechcesz.
TID_TUTORIAL_SELF_DONATING_3,"Może się przydać, gdy inni klanowicze śpią."
TID_TUTORIAL_SETTINGS_HELP,"Potrzebujesz pomocy, Wodzu?"
TID_TUTORIAL_SHIP,"Wodzu, możemy teraz odbudować wrak łodzi."
TID_TUTORIAL_SHIP_ARRIVE,Ziemia na horyzoncie! Co to za dziwne miejsce?
TID_TUTORIAL_SHIP_ARRIVE_FIX_VILLAGE,"Mamy szczęście, Wodzu! Możemy naprawić te stare budynki."
TID_TUTORIAL_SHIP_LOAD_SHIP,"Wodzu, łódź i załoga gotowe do postawienia żagli."
TID_TUTORIAL_SHIP_READY,"Nie martw się, nie zabłądzimy. Zapamiętamy drogę powrotną."
TID_TUTORIAL_SHOW_STAGE_2_1,"Trochę mnie poniosło, jak machałem młotem…"
TID_TUTORIAL_SHOW_STAGE_2_2,I znalazłem zupełnie nową jaskinię. Czekam jeszcze na kilka rzeczy.
TID_TUTORIAL_SHOW_STAGE_2_3,W środku już co nieco zbudowałem. Teraz można poczuć się jak w domu.
TID_TUTORIAL_SMITHY_1,"Chata kowala jest już gotowa, Wodzu!"
TID_TUTORIAL_SMITHY_2,Dzięki niemu odblokujesz i ulepszysz wyposażenie herosów.
TID_TUTORIAL_STAGE_2_INTRO,Muszę się do czegoś przyznać.
TID_TUTORIAL_STARTER_CHALLENGE_1,Mam dla Ciebie kilka wyzwań na start!
TID_TUTORIAL_STARTER_CHALLENGE_2,"Ukończ wyzwania, aby otrzymać punkty."
TID_TUTORIAL_STARTER_CHALLENGE_2A,Zdobywaj punkty i odblokuj nagrody!
TID_TUTORIAL_STARTER_CHALLENGE_3,"Odblokuj więcej wyzwań na start, ulepszając ratusz."
TID_TUTORIAL_STARTER_CHALLENGE_4,Tutaj zobaczysz liczbę punktów wymaganych do odebrania nagrody.
TID_TUTORIAL_STARTER_CHALLENGE_5,Będziesz otrzymywać wyzwania na start aż do osiągnięcia poz. 7. ratusza.
TID_TUTORIAL_STARTER_CHALLENGE_6,Chcesz jeszcze więcej wyzwań? Wypróbuj karnet startowy!
TID_TUTORIAL_TH12_1,"Twój ratusz ma teraz broń, która odpowiada na atak ogniem!"
TID_TUTORIAL_TH12_2,"Zadbaj o stanowiska obronne ratusza, a jego broń będzie zadawać więcej obrażeń!"
TID_TUTORIAL_TOWN_HALL_1,Za złoto odebrane goblinom możemy ulepszyć ratusz.
TID_TUTORIAL_TOWN_HALL_2,"Ulepsz ratusz, by odblokować nowości. Jeśli brakuje Ci złota, zdobądź je w bitwie!"
TID_TUTORIAL_TRAIN_1,A teraz wytrenujmy oddział!
TID_TUTORIAL_TRAIN_2,Stuknij koszary i wybierz Trenuj oddział
TID_TUTORIAL_TRAIN_3,To wszystko! A teraz wypuść barbarzyńców!
TID_TUTORIAL_TRAIN_BARBARIANS_HINT,Wyszkol barbarzyńców (<number>)
TID_TUTORIAL_VILLAGERS_MOVE_OUT,"Uff, zostańmy tu na noc. Będziemy się tu czuć jak w domu!"
TID_TUTORIAL_WAR_BATTLE_1,W dniu bitewnym atakujemy! Trofea i tarcze tutaj się nie liczą – tylko zwycięstwo!
TID_TUTORIAL_WAR_DONATE_1,W dniu przygotowania przekazujemy oddziały i robimy zwiad na terytorium wroga.
TID_TUTORIAL_WAR_INFO_1,"Stuknij przycisk Informacje, by dowiedzieć się więcej. Klan na Ciebie liczy!"
TID_TUTORIAL_WAR_LEAGUE_1,"Udało się, Wodzu. Jesteśmy w ligach wojny!"
TID_TUTORIAL_WAR_LEAGUE_10,"Tutaj widać, jak sobie radzimy w porównaniu z innymi klanami."
TID_TUTORIAL_WAR_LEAGUE_11,"Klan, który zdobędzie najwięcej gwiazd ogółem, zwycięża ligę."
TID_TUTORIAL_WAR_LEAGUE_12,"Jeśli wygramy, możemy trafić do wyższych lig."
TID_TUTORIAL_WAR_LEAGUE_13,Po stuknięciu przycisku informacji dowiesz się więcej. Chyba jesteśmy gotowi.
TID_TUTORIAL_WAR_LEAGUE_14,"Ach, jeszcze jedno! Za zwycięstwa i zdobyte gwiazdy otrzymujemy medale ligi."
TID_TUTORIAL_WAR_LEAGUE_15,Możemy ich użyć do zakupu przedmiotów mocy.
TID_TUTORIAL_WAR_LEAGUE_16,Medale wykorzystasz w sklepie.
TID_TUTORIAL_WAR_LEAGUE_2,"Możemy wreszcie pokazać, że jesteśmy jednym z najlepszych klanów."
TID_TUTORIAL_WAR_LEAGUE_3,Przygotujmy się. Mogę podpowiedzieć kilka rzeczy.
TID_TUTORIAL_WAR_LEAGUE_4,"Po pierwsze: będziemy walczyć w bitwach, które będą następować jedna po drugiej."
TID_TUTORIAL_WAR_LEAGUE_5,"Na dole możesz stuknąć przyciski, by przemieszczać się między wojnami."
TID_TUTORIAL_WAR_LEAGUE_6,"Zadbaj o to, by z wyprzedzeniem przekazywać oddziały na drugi dzień."
TID_TUTORIAL_WAR_LEAGUE_7,"By wygrać, musimy zebrać więcej gwiazd niż przeciwnik."
TID_TUTORIAL_WAR_LEAGUE_8,"Każdy członek klanu może zaatakować tylko raz, więc warto się postarać."
TID_TUTORIAL_WAR_LEAGUE_9,Spójrzmy na większy obrazek. Stuknij przycisk poniżej.
TID_TUTORIAL_WAR_MAP_ENEMY_1,O rany… Wrogie bazy wojenne są wszędzie!
TID_TUTORIAL_WAR_MAP_ENEMY_2,"Ataki są tutaj ograniczone, więc nasz klan będzie musiał walczyć z nimi wszystkimi."
TID_TUTORIAL_WAR_MAP_ENEMY_3,"Rozejrzyj się, Wodzu, a potem sprawdźmy nasze bazy wojenne."
TID_TUTORIAL_WAR_MAP_FRIENDLY_1,"W końcu jesteś, Wodzu! Witamy w Strefie Wojny!"
TID_TUTORIAL_WAR_MAP_FRIENDLY_2,Nasi wrogowie pragną wojny. Nasz klan przybył i jest gotowy do walki!
TID_TUTORIAL_WAR_MAP_FRIENDLY_3,"Zobacz, Wodzu, tutaj! Widzę wrogi klan!"
TID_TUTORIAL_WORKER_1,"Wydawaj złoto z łupów na struktury i ulepszenia. Buduj i walcz, łatwizna!"
TID_TUTORIAL_WORKER_2,Po zatrudnieniu drugiego budowniczego możesz budować dwie konstrukcje naraz.
TID_TUTORIAL_WORKER_MENU,"Hurra! Mam TYLE pomysłów na to, co można zbudować. Spójrzcie na moją listę życzeń."
TID_TUTORIAL_WORKER_MENU2,Tutaj zapisuję swoje pomysły. Ale znacie się na tym. Wybierzcie sami.
TID_TUTORIAL_WORKER_MENU3,"Super, teraz jesteśmy drużyną. Może nawet uda mi się odwiedzić Wasz dom i… Zzz…"
TID_TUTORIAL_WORKER_MENU4,"Wodzu, wygląda na to, że jest tu sporo do zrobienia. Nie zapomnijmy jednak i o naszej Osadzie."
TID_TYPE_ACCEPT_CLAN_INVITE_WHILE_IN_CLAN_TEXT,"Opuścisz dotychczasowy klan, jeśli przyjmiesz zaproszenie tego klanu. Chcesz to zrobić?"
TID_TYPE_ACCEPT_CLAN_INVITE_WHILE_IN_CLAN_TITLE,Opuszczanie klanu
TID_UI_TOP_VIEWERS_TITLE,Obserwatorzy:
TID_UNABLE_TO_COPY_CURRENT_ARMY_TO_FRIENDLY_ARMY,Nie udało się skopiować bieżącego wojska
TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES,Nie można pokazać najwyższych wyników dla lokalizacji Twojego klanu
TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES,Nie udało się znaleźć lokalnej tabeli wyników dla Twojej lokalizacji.
